Объект;Название ОИ;ДЦ источник;№ОИ;UID;ДЦ получатель;№ОИ;UID;Комментарии;передача в ИА
ГЭС Жигулёвская ГЭС;ЖГЭС 16Г Q max;Самарское РДУ;41584;709a01f7-65a2-4860-bcc0-43eb7bd91e7a;ОДУ Средней Волги;14724;709a01f7-65a2-4860-bcc0-43eb7bd91e7a;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 16Г резерв разгрузка;Самарское РДУ;41604;2670ed91-b838-41ca-aa60-a7ce69318634;ОДУ Средней Волги;14725;2670ed91-b838-41ca-aa60-a7ce69318634;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 16Г резерв загрузка;Самарское РДУ;41624;282e7975-c5d0-4301-ba5c-e06b6c8f99bd;ОДУ Средней Волги;14726;282e7975-c5d0-4301-ba5c-e06b6c8f99bd;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 17Г Q min;Самарское РДУ;41565;c0146dc4-c1ce-44ec-abf7-05d457c5408e;ОДУ Средней Волги;14727;c0146dc4-c1ce-44ec-abf7-05d457c5408e;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 17Г Q max;Самарское РДУ;41585;84b78db5-04b5-4e96-aa2c-d41129e1f6db;ОДУ Средней Волги;14728;84b78db5-04b5-4e96-aa2c-d41129e1f6db;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 17Г резерв разгрузка;Самарское РДУ;41605;831eef88-7d52-4c1c-a8a0-64fe771954e2;ОДУ Средней Волги;14729;831eef88-7d52-4c1c-a8a0-64fe771954e2;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 17Г резерв загрузка;Самарское РДУ;41625;bfd4dd09-a7c6-4d5b-b980-b225805e00f3;ОДУ Средней Волги;14730;bfd4dd09-a7c6-4d5b-b980-b225805e00f3;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 18Г Q min;Самарское РДУ;41566;2733080b-83ca-44fe-8860-5851146c2aa5;ОДУ Средней Волги;14731;2733080b-83ca-44fe-8860-5851146c2aa5;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 18Г Q max;Самарское РДУ;41586;7d59250f-edef-4369-841d-5853044db8f5;ОДУ Средней Волги;14732;7d59250f-edef-4369-841d-5853044db8f5;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 18Г резерв разгрузка;Самарское РДУ;41606;a02c9c6a-8297-4aa4-b096-75400d0fae79;ОДУ Средней Волги;14733;a02c9c6a-8297-4aa4-b096-75400d0fae79;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 18Г резерв загрузка;Самарское РДУ;41626;e651e987-5236-47fd-b659-2a3410ea1ec6;ОДУ Средней Волги;14734;e651e987-5236-47fd-b659-2a3410ea1ec6;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 19Г Q min;Самарское РДУ;41567;2fc93be2-a054-463d-a93b-34d04bdac8ce;ОДУ Средней Волги;14735;2fc93be2-a054-463d-a93b-34d04bdac8ce;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 19Г Q max;Самарское РДУ;41587;e68dd493-7f9c-4672-897b-2cc90a5ab9d6;ОДУ Средней Волги;14736;e68dd493-7f9c-4672-897b-2cc90a5ab9d6;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 19Г резерв разгрузка;Самарское РДУ;41607;8aabe24c-63e8-4759-9df5-9f1bdb1f7ee7;ОДУ Средней Волги;14737;8aabe24c-63e8-4759-9df5-9f1bdb1f7ee7;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 19Г резерв загрузка;Самарское РДУ;41627;2d0fd1e4-c049-497d-9027-85bb109adaef;ОДУ Средней Волги;14738;2d0fd1e4-c049-497d-9027-85bb109adaef;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 20Г Q min;Самарское РДУ;41568;4486983f-0af7-4861-8977-9c7be2326854;ОДУ Средней Волги;14739;4486983f-0af7-4861-8977-9c7be2326854;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 20Г Q max;Самарское РДУ;41588;9685f175-d4e0-4777-92dc-3de212b9f5a6;ОДУ Средней Волги;14740;9685f175-d4e0-4777-92dc-3de212b9f5a6;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 20Г резерв разгрузка;Самарское РДУ;41608;2efa2b17-d97e-4130-961c-4243853f171c;ОДУ Средней Волги;14741;2efa2b17-d97e-4130-961c-4243853f171c;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 20Г резерв загрузка;Самарское РДУ;41628;56b15199-3577-406a-aa55-9b3a75a36d78;ОДУ Средней Волги;14742;56b15199-3577-406a-aa55-9b3a75a36d78;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 15Г резерв загрузка;Самарское РДУ;41623;211735e1-30fb-4729-b1ad-6216b935da5e;ОДУ Средней Волги;14722;211735e1-30fb-4729-b1ad-6216b935da5e;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 1Г Q min;Самарское РДУ;41549;9aa830a7-ba6b-4252-bf9c-cd37cdbf9885;ОДУ Средней Волги;14663;9aa830a7-ba6b-4252-bf9c-cd37cdbf9885;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 8Г Q max;Самарское РДУ;41576;cdde3235-2671-41c3-84f9-76f995ec54d4;ОДУ Средней Волги;14692;cdde3235-2671-41c3-84f9-76f995ec54d4;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Жигулёвская ГЭС;ЖГЭС 8Г Q min;Самарское РДУ;41556;60c7f58c-0340-4cb0-8dd5-a06c7ffbffc2;ОДУ Средней Волги;14691;60c7f58c-0340-4cb0-8dd5-a06c7ffbffc2;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 1Г Q mах;Нижегородское РДУ;24717;ab87e022-75e9-4e74-ae19-79589551e5eb;ОДУ Средней Волги;14852;ab87e022-75e9-4e74-ae19-79589551e5eb;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 2Г Q mах;Нижегородское РДУ;24718;cc2ee52e-0e23-4ac6-acca-efe7f808f994;ОДУ Средней Волги;14856;cc2ee52e-0e23-4ac6-acca-efe7f808f994;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 3Г Q mах;Нижегородское РДУ;24719;2dcbaf88-0f95-499f-96e2-f469ef9c49fb;ОДУ Средней Волги;14860;2dcbaf88-0f95-499f-96e2-f469ef9c49fb;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 5Г Q mах;Нижегородское РДУ;24721;3e85f36b-d296-44e1-9d91-e006e1058619;ОДУ Средней Волги;14868;3e85f36b-d296-44e1-9d91-e006e1058619;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 4Г Q mах;Нижегородское РДУ;24720;51c0e797-e541-4935-9732-d0ff03f728c0;ОДУ Средней Волги;14864;51c0e797-e541-4935-9732-d0ff03f728c0;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 6Г Q mах;Нижегородское РДУ;24722;7b79725b-05dc-4a42-8c89-4c2f5a81e27c;ОДУ Средней Волги;14872;7b79725b-05dc-4a42-8c89-4c2f5a81e27c;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 7Г Q mах;Нижегородское РДУ;24723;f695c1b1-ea98-4103-9a65-0960cc65ecb1;ОДУ Средней Волги;14876;f695c1b1-ea98-4103-9a65-0960cc65ecb1;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 8Г Q mах;Нижегородское РДУ;24724;526bc3d1-f8c9-4a52-907a-e7560f3da36f;ОДУ Средней Волги;14880;526bc3d1-f8c9-4a52-907a-e7560f3da36f;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 9Г Q mах;Нижегородское РДУ;24725;266b0c47-7437-456b-8176-776b872a4c2f;ОДУ Средней Волги;14884;266b0c47-7437-456b-8176-776b872a4c2f;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 10Г Q mах;Нижегородское РДУ;24726;faeb7fc4-6776-4811-9633-934658544f2c;ОДУ Средней Волги;14888;faeb7fc4-6776-4811-9633-934658544f2c;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 11Г Q mах;Нижегородское РДУ;24727;ea66d6bf-7130-4823-a99b-20abfdf312e0;ОДУ Средней Волги;14892;ea66d6bf-7130-4823-a99b-20abfdf312e0;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 12Г Q mах;Нижегородское РДУ;24728;ede7969e-d9a8-4886-b6ac-c072b977aeca;ОДУ Средней Волги;14896;ede7969e-d9a8-4886-b6ac-c072b977aeca;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 13Г Q mах;Нижегородское РДУ;24729;22f974e5-d8c3-4cc5-9ad0-d29eeb599f73;ОДУ Средней Волги;14900;22f974e5-d8c3-4cc5-9ad0-d29eeb599f73;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 14Г Q mах;Нижегородское РДУ;24730;c4d4446f-a624-4ef5-a7b0-bca7cdc41cb3;ОДУ Средней Волги;14904;c4d4446f-a624-4ef5-a7b0-bca7cdc41cb3;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 15Г Q mах;Нижегородское РДУ;24731;851edea8-af86-4fe4-a082-ed4ed7749915;ОДУ Средней Волги;14908;851edea8-af86-4fe4-a082-ed4ed7749915;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 16Г Q mах;Нижегородское РДУ;24732;6d231728-2346-48e0-8f2f-c54e1c9b1c4d;ОДУ Средней Волги;14912;6d231728-2346-48e0-8f2f-c54e1c9b1c4d;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 17Г Q mах;Нижегородское РДУ;24733;32dd3cb8-69c6-41cf-8686-d270ac8ee24f;ОДУ Средней Волги;14916;32dd3cb8-69c6-41cf-8686-d270ac8ee24f;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Чебоксарская ГЭС;ЧеГЭС 18Г Q mах;Нижегородское РДУ;24734;a7bd21a2-db54-4318-8535-c2086aa891f8;ОДУ Средней Волги;14920;a7bd21a2-db54-4318-8535-c2086aa891f8;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 2Г Q mах;Саратовское РДУ;3701;1943c51b-ece6-4eb9-b4da-d7182ec4a7e4;ОДУ Средней Волги;14928;1943c51b-ece6-4eb9-b4da-d7182ec4a7e4;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 3Г Q mах;Саратовское РДУ;3703;5b6a8c8a-eb34-45aa-9836-38dd3010a3f9;ОДУ Средней Волги;14932;5b6a8c8a-eb34-45aa-9836-38dd3010a3f9;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 4Г Q mах;Саратовское РДУ;3705;8f1c5a25-e2d8-4b26-a677-1695b503ec4c;ОДУ Средней Волги;14936;8f1c5a25-e2d8-4b26-a677-1695b503ec4c;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 1Г Q mах;Саратовское РДУ;3699;95eabbbd-01c4-469f-8974-1b734155c8ef;ОДУ Средней Волги;14924;95eabbbd-01c4-469f-8974-1b734155c8ef;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 5Г Q mах;Саратовское РДУ;3707;5e8c65fb-e064-4c67-a8b5-d8c508a2c60a;ОДУ Средней Волги;14940;5e8c65fb-e064-4c67-a8b5-d8c508a2c60a;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 6Г Q mах;Саратовское РДУ;3709;046a7316-7a4e-45cc-9851-05d0e773d710;ОДУ Средней Волги;14944;046a7316-7a4e-45cc-9851-05d0e773d710;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 7Г Q mах;Саратовское РДУ;3711;6e89b779-011f-484d-8df8-68ebb1f4ed10;ОДУ Средней Волги;14948;6e89b779-011f-484d-8df8-68ebb1f4ed10;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 8Г Q mах;Саратовское РДУ;3713;ad5bf952-3360-4c02-bf7a-4fa46f21639d;ОДУ Средней Волги;14952;ad5bf952-3360-4c02-bf7a-4fa46f21639d;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 9Г Q mах;Саратовское РДУ;3715;06b4a837-118d-4ebb-9cd9-03e505bc5b6d;ОДУ Средней Волги;14956;06b4a837-118d-4ebb-9cd9-03e505bc5b6d;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 10Г Q mах;Саратовское РДУ;3717;4eafcab9-ea1c-4b08-8f43-3e3835fbeb32;ОДУ Средней Волги;14960;4eafcab9-ea1c-4b08-8f43-3e3835fbeb32;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 11Г Q mах;Саратовское РДУ;3719;51ea4f90-ac1e-4e56-b302-a841b1762fde;ОДУ Средней Волги;14964;51ea4f90-ac1e-4e56-b302-a841b1762fde;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 12Г Q mах;Саратовское РДУ;3721;14a59f4c-b961-41ef-97b4-9b6e4f10f4e5;ОДУ Средней Волги;14968;14a59f4c-b961-41ef-97b4-9b6e4f10f4e5;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 13Г Q mах;Саратовское РДУ;3723;dbaa802c-0129-42b6-9431-02e83d68e5d6;ОДУ Средней Волги;14972;dbaa802c-0129-42b6-9431-02e83d68e5d6;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 14Г Q mах;Саратовское РДУ;3725;a5992857-00ae-484c-81fd-8269437a72a0;ОДУ Средней Волги;14976;a5992857-00ae-484c-81fd-8269437a72a0;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 15Г Q mах;Саратовское РДУ;3727;0ed0d02c-77a7-4d3a-ae85-39b28dab728f;ОДУ Средней Волги;14980;0ed0d02c-77a7-4d3a-ae85-39b28dab728f;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 16Г Q mах;Саратовское РДУ;3729;a0f902ef-3ace-4feb-b242-9caa16410956;ОДУ Средней Волги;14984;a0f902ef-3ace-4feb-b242-9caa16410956;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 17Г Q mах;Саратовское РДУ;3731;546f6f69-8412-4baf-b85a-64a793136b0a;ОДУ Средней Волги;14988;546f6f69-8412-4baf-b85a-64a793136b0a;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 18Г Q mах;Саратовское РДУ;3733;4fd53d2e-5fa5-4616-ba10-acb36abc238a;ОДУ Средней Волги;14992;4fd53d2e-5fa5-4616-ba10-acb36abc238a;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 19Г Q mах;Саратовское РДУ;3735;2bc5a906-f9e7-477f-a47e-ef5a6ba8e440;ОДУ Средней Волги;14996;2bc5a906-f9e7-477f-a47e-ef5a6ba8e440;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 20Г Q mах;Саратовское РДУ;3737;2524f4fa-5d71-4079-81ba-0bfc24d963f3;ОДУ Средней Волги;15000;2524f4fa-5d71-4079-81ba-0bfc24d963f3;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 21Г Q mах;Саратовское РДУ;3690;c5159866-47dd-4248-abbf-7db615fc248c;ОДУ Средней Волги;15004;c5159866-47dd-4248-abbf-7db615fc248c;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 22Г Q mах;Саратовское РДУ;3835;4cfaa8d4-ba98-41c5-9c21-e2280a394dbf;ОДУ Средней Волги;15008;4cfaa8d4-ba98-41c5-9c21-e2280a394dbf;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 23Г Q mах;Саратовское РДУ;3837;e75d90ae-ecac-4fcf-82bc-6a148444701f;ОДУ Средней Волги;15012;e75d90ae-ecac-4fcf-82bc-6a148444701f;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 24Г Q mах;Саратовское РДУ;3839;9fbb448d-0ff4-458c-8fc6-27018616f282;ОДУ Средней Волги;15016;9fbb448d-0ff4-458c-8fc6-27018616f282;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 1Г резерв загрузка;Саратовское РДУ;23620;1f18c236-4ffe-4bf4-8a63-617e16f58916;ОДУ Средней Волги;14926;1f18c236-4ffe-4bf4-8a63-617e16f58916;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 1Г резерв разгрузка;Саратовское РДУ;23596;39fee7a2-d5e2-413d-8379-4db6e1bda716;ОДУ Средней Волги;14925;39fee7a2-d5e2-413d-8379-4db6e1bda716;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 2Г резерв разгрузка;Саратовское РДУ;23597;902314c8-a094-4450-8397-f1bc596b0900;ОДУ Средней Волги;14929;3254554d-e72e-4998-a06f-2d6ca1bf7ea2;Несоответсвие привязки в ИМ;True
ГЭС Саратовская ГЭС;СарГЭС 2Г резерв загрузка;Саратовское РДУ;23621;3254554d-e72e-4998-a06f-2d6ca1bf7ea2;ОДУ Средней Волги;14930;902314c8-a094-4450-8397-f1bc596b0900;Несоответсвие привязки в ИМ;True
ГЭС Саратовская ГЭС;СарГЭС 3Г резерв загрузка;Саратовское РДУ;23622;258988ac-92fe-4d1c-aecd-975a2774635f;ОДУ Средней Волги;14934;258988ac-92fe-4d1c-aecd-975a2774635f;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 3Г резерв разгрузка;Саратовское РДУ;23598;9c882d67-db35-449b-9419-09619152a7fb;ОДУ Средней Волги;14933;9c882d67-db35-449b-9419-09619152a7fb;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 4Г резерв загрузка;Саратовское РДУ;23623;4ec1ba84-f342-47df-a3f1-c8955a666b90;ОДУ Средней Волги;14938;4ec1ba84-f342-47df-a3f1-c8955a666b90;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 4Г резерв разгрузка;Саратовское РДУ;23599;5d67481a-7b4d-4a35-a1a3-7f2edeeafb15;ОДУ Средней Волги;14937;5d67481a-7b4d-4a35-a1a3-7f2edeeafb15;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 5Г резерв загрузка;Саратовское РДУ;23624;dcb8ee3c-b06b-40d1-b215-43e49e2d7284;ОДУ Средней Волги;14942;dcb8ee3c-b06b-40d1-b215-43e49e2d7284;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
ГЭС Саратовская ГЭС;СарГЭС 5Г резерв разгрузка;Саратовское РДУ;23600;461f9cc9-9a02-4bc2-abbc-342ad68de437;ОДУ Средней Волги;14941;461f9cc9-9a02-4bc2-abbc-342ad68de437;Несоответсвие стратегии хранения в ИМ: Аналоговые, по изменению, 4 байта, 2 времени и Аналоговые, по изменению, 4 байта, 1 время;True
