Объект;Название ОИ;ДЦ источник;№ОИ;UID;ДЦ получатель;№ОИ;UID;Комментарии;передача в ИА
ЛЭП ВЛ 220 кВ Балаковская АЭС - Центральная II цепь ;АОПО БАЭС ВЛ 220 кВ БАЭС - Центр. IIц. 2ст Состояние ПА;Саратовское РДУ;13965;85d34f7a-d436-424a-8366-15c405c2da5d;ОДУ Средней Волги;14383;1aff2bc1-e824-4204-9eb3-5bb126c41ebd;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Балаковская АЭС - Центральная II цепь ;АОПО БАЭС ВЛ 220 кВ БАЭС - Центр. IIц. 3ст Состояние ПА;Саратовское РДУ;13966;c676f27a-7cda-4cd5-8ad2-fc78443ebc6f;ОДУ Средней Волги;14384;9c789a98-a6c2-41b0-8091-19f8d2ee5c11;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Курдюм - Аткарская I цепь;АОПО ПС 220 Аткарская ВЛ 220 Курдюм–Аткарск. Iц 1ст Состояние ПА;Саратовское РДУ;13942;1bb2a39f-01f7-41f7-8cad-1eecd14b3bb6;ОДУ Средней Волги;14409;87f7b1f8-9baa-49e2-b065-fcd1d2ddd99d;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Курдюм - Аткарская I цепь;АОПО ПС 220 Аткарская ВЛ 220 Курдюм–Аткарск. Iц 3ст Состояние ПА;Саратовское РДУ;13981;21e8662b-8ed9-4dd6-a557-8cdaba4c16dd;ОДУ Средней Волги;14410;b8a38801-de85-49d9-bf76-e802288d3148;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Курдюм - Аткарская I цепь;АОПО ПС 220 Аткарская ВЛ 220 Курдюм–Аткарск. Iц 2ст Состояние ПА;Саратовское РДУ;14033;3253966b-dfeb-4541-b806-fc24a2bccede;ОДУ Средней Волги;14417;f80a8557-ab72-4b39-a489-dc1def3361da;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Курдюм - Аткарская II цепь;АОПО ПС 220 Аткарская ВЛ 220 Курдюм–Аткарск IIц 1ст Состояние ПА;Саратовское РДУ;13943;04cd6242-229f-4c77-888c-da1da58a4974;ОДУ Средней Волги;14411;b8d72631-7730-4dbd-9f3f-6de2baac54b9;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Курдюм - Аткарская II цепь;АОПО ПС 220 Аткарская ВЛ 220 Курдюм–Аткарск IIц 3ст Состояние ПА;Саратовское РДУ;13982;909ea79a-e081-4b1c-90fb-07cd96921fa2;ОДУ Средней Волги;14412;44cea2c8-43a1-4675-bead-27b50cc87e3f;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Курдюм - Аткарская II цепь;АОПО ПС 220 Аткарская ВЛ 220 Курдюм–Аткарск IIц 2ст Состояние ПА;Саратовское РДУ;14034;ad4f644e-1a60-48e1-b914-f7a3ee91aa2d;ОДУ Средней Волги;14418;f3daee26-7ba5-45f5-baf0-add8921ad577;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Курдюм - Саратовская (с АОПО);АОПО ПС 500 кВ Курдюм ВЛ 220 Курдюм-Саратовская 1ст Состояние ПА;Саратовское РДУ;13940;f302e5c5-f7ab-40b6-9f87-182cc5bcb291;ОДУ Средней Волги;14393;652a3145-1a80-4603-b0f4-865e803b597b;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Курдюм - Саратовская (с АОПО);АОПО ПС 500 кВ Курдюм ВЛ 220 Курдюм-Саратовская 2ст Состояние ПА;Саратовское РДУ;13978;8450eb39-7cc3-4a16-a282-f66c21d23a40;ОДУ Средней Волги;14394;6f547865-2375-44f5-b3a1-1a92272be4cd;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Ртищево - Сердобск;АОПО ВЛ 220 кВ Ртищево - Сердобск 1ст. Состояние ПА;Саратовское РДУ;13946;db9ca922-3247-4d3a-89a1-07d3b8deae42;ОДУ Средней Волги;14405;8dd9c93e-2457-41b2-baf9-06f3068d0ab6;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Ртищево - Сердобск;АОПО ВЛ 220 кВ Ртищево - Сердобск 2ст. Состояние ПА;Саратовское РДУ;13987;bfe9d6a1-8122-4c7f-b1be-d193fae8f44e;ОДУ Средней Волги;14406;a2d78942-e14a-4256-86c7-0ffd31b69a86;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Ртищево - Сердобск;АОПО ВЛ 220 кВ Ртищево - Сердобск 3ст. Состояние ПА;Саратовское РДУ;14032;9c45be27-8625-499c-8f07-1be58000ad29;ОДУ Средней Волги;14419;e1d99ee1-ce74-432f-b598-6645513b8ba3;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Саратовская - Терешка;АОПО ПС 220 Саратовская ВЛ Саратовская-Терешка 1ст Состояние ПА;Саратовское РДУ;13941;58bcbfad-7713-4435-9e50-39637b70dc1e;ОДУ Средней Волги;14395;ff92bb3a-0494-41ed-8eed-150a8746d3d6;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Саратовская - Терешка;АОПО ПС 220 Саратовская ВЛ Саратовская-Терешка 2ст Состояние ПА;Саратовское РДУ;13979;d72a541f-5d4a-4206-9ae6-2295900f0505;ОДУ Средней Волги;14396;d0ca399c-c076-465d-812c-ad91c6237414;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Саратовская - Терешка;АОПО ПС 220 Саратовская ВЛ Саратовская-Терешка 3ст Состояние ПА;Саратовское РДУ;13980;917f46ad-c2bd-4627-bcb2-c35e6c8e6544;ОДУ Средней Волги;14397;ef946787-5562-4c5c-8feb-e97bd881c942;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  1ст. АОПО ВЛ 220 кВ ГЭС - Балаковская Состояние ПА;Саратовское РДУ;18045;c78ac8e6-46e2-42e8-ac97-fcf66853213c;ОДУ Средней Волги;18590;4cd10f19-c105-4a11-8c57-f7d5497c6992;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  2ст. АОПО ВЛ 220 кВ ГЭС - Балаковская Состояние ПА;Саратовское РДУ;18046;d9fe8424-8d84-49c9-8327-2a225d89fcfb;ОДУ Средней Волги;18591;55257f2b-c2d2-4740-93c5-3c75209185f6;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  3ст. АОПО ВЛ 220 кВ ГЭС - Балаковская Состояние ПА;Саратовское РДУ;18047;c889916b-7547-4a9e-9049-4c0ee0e6a114;ОДУ Средней Волги;18592;9d9218ae-4ae0-4e99-adcf-c558d039aaa2;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  4ст. АОПО ВЛ 220 кВ ГЭС - Балаковская Состояние ПА;Саратовское РДУ;18048;dd834d04-6fd8-412c-ba31-25678849905d;ОДУ Средней Волги;18593;3952523a-7106-43df-afd7-6f1832ecb3bf;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  5ст. АОПО ВЛ 220 кВ ГЭС - Балаковская Состояние ПА;Саратовское РДУ;18049;e79bf98e-3773-4859-8f62-483f45b6d058;ОДУ Средней Волги;18594;eda9312f-0769-473e-9c46-b64538ae4fa9;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  1ст. АОПО ВЛ 220 кВ ГЭС - Кубра с отп. Состояние ПА;Саратовское РДУ;18038;858e98b3-63d7-410c-a222-59b8786c9c24;ОДУ Средней Волги;18583;83703815-9705-4f9c-92c6-1e67d034775c;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  2ст. АОПО ВЛ 220 кВ ГЭС - Кубра с отп. Состояние ПА;Саратовское РДУ;18039;148e3069-1b9f-49c0-9bf4-a6fcf5b92b6a;ОДУ Средней Волги;18584;0b460ab2-e44b-4d33-9ac9-9896ff7f931e;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  3ст. АОПО ВЛ 220 кВ ГЭС - Кубра с отп. Состояние ПА;Саратовское РДУ;18040;7cfe2d78-f5d5-4fc4-8b39-13649825baba;ОДУ Средней Волги;18585;888c8d1f-dd0d-4059-9083-95552e736594;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  1ст. АОПО ВЛ 220 кВ ГЭС - Центральная Состояние ПА;Саратовское РДУ;18055;a28b8193-17e9-4766-94a3-13ec7e26400b;ОДУ Средней Волги;18600;ff325d6f-ab00-4f47-bd5e-8cffde2558cf;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  2ст. АОПО ВЛ 220 кВ ГЭС - Центральная Состояние ПА;Саратовское РДУ;18056;605729d2-c210-47e9-9adf-872c9aad3199;ОДУ Средней Волги;18601;fe9dbfcf-2072-4e2f-8f28-d74803b451ec;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  3ст. АОПО ВЛ 220 кВ ГЭС - Центральная Состояние ПА;Саратовское РДУ;18057;30c948ec-c53e-4fc0-960e-7ba578898f20;ОДУ Средней Волги;18602;ad367024-4595-455d-835a-bc6d8dd72667;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  4ст. АОПО ВЛ 220 кВ ГЭС - Центральная Состояние ПА;Саратовское РДУ;18058;fbcaf075-9910-43fa-ad8b-323a372331a4;ОДУ Средней Волги;18603;e9803493-30b7-4b9a-b542-9aa272de9916;Несоответсвие привязки в ИМ;False
РДУ Саратовское;СарГЭС  5ст. АОПО ВЛ 220 кВ ГЭС - Центральная Состояние ПА;Саратовское РДУ;18059;6f20c073-0a6b-4509-b36a-ec743017ef52;ОДУ Средней Волги;18604;1c807097-5884-4ea7-b1ca-9aaa29c4983f;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Хопёр - Ртищево;1ст. АОПО ВЛ 220 кВ Хопер - Ртищево Состояние ПА;Саратовское РДУ;13947;ff37b85c-aaa3-4bf9-97ba-50b4a2ac1340;ОДУ Средней Волги;17936;37ddf610-e69d-4cfa-b0ef-436454e52b25;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Хопёр - Ртищево;2ст. АОПО ВЛ 220 кВ Хопер - Ртищево Состояние ПА;Саратовское РДУ;13988;3365e455-d053-4171-845d-57219f8e4285;ОДУ Средней Волги;17937;f3a38b2d-aba8-4fed-950d-dbdd71875b3b;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Центральная - Балаковская (с АОПО);АОПО ПС 220 кВ Центральная Центр. - Балаковская 1ст Состояние ПА;Саратовское РДУ;13939;ec2f6524-db07-4ad1-bc77-e39885a957fb;ОДУ Средней Волги;14403;e8835725-2bea-4cc7-a073-6bdbf9676219;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Центральная - Балаковская (с АОПО);АОПО ПС 220 кВ Центральная Центр. - Балаковская 2ст Состояние ПА;Саратовское РДУ;13977;97aace83-15df-4870-b5e8-dde89d949ecd;ОДУ Средней Волги;14404;5c11387d-5568-4968-9a21-5ccc7aa5980c;Несоответсвие привязки в ИМ;False
ЛЭП ВЛ 220 кВ Щёлоков - Центральная I цепь;АОПО ВЛ 220 кВ Щёлоков - Центральная I,II цепь  Общ состояние ПА;РДУ Татарстана;30707;371799e2-3141-4a86-8559-5737305ba811;ОДУ Средней Волги;14440;371799e2-3141-4a86-8559-5737305ba811;Несоответсвие стратегии хранения в ИМ: Дискретные, по изменению, 1 время и Дискретные, по изменению, 2 времени;False
ЛЭП КВЛ 220 кВ Кутлу Букаш-Центральная;АОПО КВЛ 220 кВ К.Букаш - Центральная           Общ состояние ПА;РДУ Татарстана;30705;cc47d2c7-e0ab-463d-b6ae-57cf7d40dc60;ОДУ Средней Волги;14441;cc47d2c7-e0ab-463d-b6ae-57cf7d40dc60;Несоответсвие стратегии хранения в ИМ: Дискретные, по изменению, 1 время и Дискретные, по изменению, 2 времени;False
ГЭС Саратовская ГЭС;СарГЭС Сраб. АОПО ВЛ 220 кВ СарГЭС-Саратовская МКПА 5 комплект ;Саратовское РДУ;15569;c500c6ed-ea29-4072-99ff-b9af07ccc844;ОДУ Средней Волги;18307;483a92cf-6cb9-451f-a4b5-36878ac81bc3;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;СарГЭС Сраб. АЛАР ВЛ 220 кВ СарГЭС-Саратовская МКПА 5 комплект;Саратовское РДУ;15573;8f812534-614c-47e0-a4e0-fc30a24a9c7b;ОДУ Средней Волги;18311;c500c6ed-ea29-4072-99ff-b9af07ccc844;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;СарГЭС Сраб.АОПО ВЛ 220кВ СарГЭС-Терешка с отп Вольск МКПА 5комп;Саратовское РДУ;15571;2abf5315-d335-4259-a13a-d0b0572aa02d;ОДУ Средней Волги;18309;a50b6ef3-ecbe-4fe6-8040-7fc7433cdecd;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;СарГЭС Срабатывание АЛАР ВЛ 220кВ СарГЭС-Терешка МКПА 5 комп.;Саратовское РДУ;15575;e55e96b7-10b2-4a15-af55-f33f7d377945;ОДУ Средней Волги;18313;2abf5315-d335-4259-a13a-d0b0572aa02d;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Запрет АПВ АУВ В-2 500 Вешкайма шкаф 16р;Нижегородское РДУ;43022;dcc19e3a-61c8-4707-9671-ea52cc3efc4e;ОДУ Средней Волги;18234;78e1fc77-cdb3-4d2f-b86c-16521b044fcc;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;сраб. УРОВ В-2 500 Вешкайма;Нижегородское РДУ;42946;2fc7ea86-6f8a-4f61-a0a7-74605aa5f17f;ОДУ Средней Волги;18186;ae3be1e9-2e0d-46f8-9c5f-57e5d6ff3d0b;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;сраб. УРОВ В-2 500 Радуга Южная;Нижегородское РДУ;42948;7075cf2d-587c-4935-b163-528e67851bfa;ОДУ Средней Волги;18188;837b1f30-50a4-4893-b532-9a0bb5960c08;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Запрет АПВ АУВ В-2 500 Радуга Южная шкаф 23р;Нижегородское РДУ;43024;06a2e981-cad4-4762-b4f7-5e6f11f5156a;ОДУ Средней Волги;18236;c1746d15-6e3f-433d-bbdb-ae835ff943ee;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;сраб. УРОВ В-1 500 Радуга Южная;Нижегородское РДУ;42947;d44f71b9-57f9-47a3-a70e-0e95ebea2b21;ОДУ Средней Волги;18187;657ceed5-37b2-4ddd-a8bd-987cb47ab1c0;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Запрет АПВ АУВ В-1 500 Радуга Южная шкаф 22р ;Нижегородское РДУ;43023;901cd685-2d9c-4f0a-8757-eb52171b3264;ОДУ Средней Волги;18235;f8d20c4d-f7ff-4d5a-a833-0df83bf349d9;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;сраб. УРОВ В-2 500 Радуга Северная;Нижегородское РДУ;42950;62592a21-1c76-49a8-a352-187355637d50;ОДУ Средней Волги;18190;d7ed9b67-6c3d-4289-a601-31e42ed21343;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Запрет АПВ АУВ В-2 500 Радуга Северная шкаф 29р;Нижегородское РДУ;43026;abc4595b-2bfd-46f6-85c7-4c2bb95e254b;ОДУ Средней Волги;18238;d1718c83-8fa4-4a77-9b69-00b5ff48278b;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;сраб. УРОВ В-1 500 Осиновка;Нижегородское РДУ;42943;973892ed-7fc2-4e7c-8c14-edc33fb487cc;ОДУ Средней Волги;18183;18017f88-2550-4d2a-9680-4a41f5aa4941;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Запрет АПВ АУВ В-1 500 Осиновка шкаф 7Р ;Нижегородское РДУ;43019;6de5b40f-7929-4054-b542-b9856803ea5c;ОДУ Средней Волги;18231;589854ba-aca8-4ea9-849e-7cac881ee573;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;сраб. УРОВ В-2 500 Осиновка;Нижегородское РДУ;42944;045beb98-c1e9-4a42-8a7f-2492e2d1f7af;ОДУ Средней Волги;18184;9198f274-072e-46ff-8ffa-66abaea245ee;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Запрет АПВ АУВ В-2 500 Осиновка шкаф 8Р ;Нижегородское РДУ;43020;8eb6b81c-2227-4592-94f8-515173373a7f;ОДУ Средней Волги;18232;fa627310-8ab8-4e92-9d7d-d46a0aa594d9;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;сраб. УРОВ В-1 500 Вешкайма;Нижегородское РДУ;42945;6d3ac9f0-a03e-4221-a377-12fa0ca2bae9;ОДУ Средней Волги;18185;0c60256f-8f9d-49e6-a192-feccf336680a;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Запрет АПВ АУВ В-1 500 Вешкайма шкаф 15р ;Нижегородское РДУ;43021;588c74e0-ccf0-4d82-93a7-24dd35ac962c;ОДУ Средней Волги;18233;1ebca0c6-5b7b-4f5b-bb86-0c3db282f2d8;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;сраб. УРОВ В-1 500 Радуга Северная;Нижегородское РДУ;42949;be245904-e21c-4712-9018-e6b13c107f79;ОДУ Средней Волги;18189;381a8b4d-b362-4bf0-a203-6b6b351dd4f6;Несоответсвие привязки в ИМ;False
ПС 500 кВ Арзамасская;Запрет АПВ АУВ В-1 500 Радуга Северная шкаф 28р;Нижегородское РДУ;43025;04aeb38b-ce04-46da-8ecb-b942a6d2af37;ОДУ Средней Волги;18237;9cddecda-8068-44ee-b6aa-b7276afa9063;Несоответсвие привязки в ИМ;False
ПС 500 кВ Щёлоков;ПС 500 Щёлоков ОРУ-500 кВ АТ-1 Основные защ.АТ-1;РДУ Татарстана;14990;d52165d4-ba67-44e4-849b-d5f304944d5f;ОДУ Средней Волги;17259;15bc9546-bb63-465d-9567-ea2f29905402;Несоответсвие привязки в ИМ;False
ПС 500 кВ Щёлоков;ПС 500 Щёлоков ОРУ-500 кВ АТ-2 Основные защ.АТ-2;РДУ Татарстана;14995;fdd889ca-28ff-43b2-8533-419fc42ef54e;ОДУ Средней Волги;17260;f7e4fc32-4f5d-4903-9cbd-2758148e1186;Несоответсвие привязки в ИМ;False
ПС 500 кВ Щёлоков;ПС 500 Щёлоков ОРУ-500 кВ АТ-3 Основные защ.АТ-3;РДУ Татарстана;14998;db45356d-1125-4e47-88e5-f553c60c0d6c;ОДУ Средней Волги;17261;c84b94d5-d233-4634-86aa-f4f11d80ed8c;Несоответсвие привязки в ИМ;False
ПС 500 кВ Щёлоков;ПС 500 Щёлоков ОРУ-500 кВ АТ-4 Основные защ.АТ-4;РДУ Татарстана;15001;5afd8b2a-6abe-4d3f-bafd-2a24934f5c2e;ОДУ Средней Волги;17264;ef8adf64-1c64-4ecc-b30e-48ba3e3999ee;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;АОПО ЖГЭС ВЛ 220 ЖГЭС- Левобережная I цепь_1ст(выведена\введена);Самарское РДУ;39266;0d9cfe68-1729-4148-b828-c4b93139a1c2;ОДУ Средней Волги;14339;668496bb-914d-43aa-8beb-22d8e4c51584;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;АОПО ЖГЭС ВЛ 220 ЖГЭС- Левобережная I цепь_2ст(выведена\введена);Самарское РДУ;39267;ebf4a7af-bd40-4f85-a7ea-1fa9dcca6914;ОДУ Средней Волги;14340;1285994a-98fa-4773-8bdf-54e05dd39068;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;АОПО ЖГЭС ВЛ 220 ЖГЭС-Левобережная II цепь_1ст(выведена\введена);Самарское РДУ;39268;b9cc93c4-dd33-4acf-bb60-e742505d963c;ОДУ Средней Волги;14341;a454b3bc-8465-4164-907e-ec9f811fb11c;Несоответсвие привязки в ИМ;False
ОДУ Средней Волги;АОПО ЖГЭС ВЛ 220 ЖГЭС-Левобережная II цепь_2ст(выведена\введена);Самарское РДУ;39269;cc4c74fc-763b-4685-81e0-100ba2151ae9;ОДУ Средней Волги;14342;723bacb6-6923-4004-b300-7018dfed8c9c;Несоответсвие привязки в ИМ;False
ГЭС Жигулёвская ГЭС;АОПО ЖГЭС ВЛ 110 ЖГЭС–Левобережная I цепь 3ст(выведена\введена);Самарское РДУ;39286;c23641ab-0421-4307-86b6-320bac3c3e36;ОДУ Средней Волги;17945;2dfc0188-8f4b-4d66-adf6-fc4c6bace573;Несоответсвие привязки в ИМ;False
ГЭС Жигулёвская ГЭС;АОПО ЖГЭС ВЛ 110 ЖГЭС–Левобережная I цепь 4ст(выведена\введена);Самарское РДУ;39287;12819886-97a8-4d9c-9c47-5d63c9952d72;ОДУ Средней Волги;17946;664f545f-6856-4a16-9043-7d771e728199;Несоответсвие привязки в ИМ;False
ГЭС Жигулёвская ГЭС;АОПО ЖГЭС ВЛ 110 ЖГЭС–Левобережная I цепь 5ст(выведена\введена);Самарское РДУ;39288;27cdc607-f7c0-4972-870d-bbcf510cc9cc;ОДУ Средней Волги;17947;abf5a74d-3166-45d4-a387-0a24567d0ff1;Несоответсвие привязки в ИМ;False
ГЭС Жигулёвская ГЭС;АОПО ЖГЭС ВЛ 110 ЖГЭС–Левобережная II цепь 3ст(выведена\введена);Самарское РДУ;39289;7f32f261-a05e-4163-b5e7-743dc750913c;ОДУ Средней Волги;17950;62e43252-ecb6-45ff-b385-3edbeddc1efe;Несоответсвие привязки в ИМ;False
ГЭС Жигулёвская ГЭС;АОПО ЖГЭС ВЛ 110 ЖГЭС–Левобережная II цепь 4ст(выведена\введена);Самарское РДУ;39290;266da52a-4504-4628-8788-f12595e1fe40;ОДУ Средней Волги;17951;fa89cc4d-a0f5-49a6-b4a0-d593285ef652;Несоответсвие привязки в ИМ;False
ПС 500 кВ Радуга;АОПО 1 С ПС 500 Радуга АТ-2, АТ-3, АТ-4(обмотка CН);Нижегородское РДУ;42429;3b85ecb1-efbd-4adc-821c-e6e2dcf08dc2;ОДУ Средней Волги;18020;1c76cfa3-be67-4398-bc61-0a614006b62a;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;1ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Саратовская Состояние ПА;Саратовское РДУ;14007;a52ff35f-5a4e-4123-ac68-be9224715bde;ОДУ Средней Волги;18253;6ff4159d-14cc-407a-ab4e-b598374e1054;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;2ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Саратовская Состояние ПА;Саратовское РДУ;14008;b6f7c4b0-3324-4a34-8b36-7d39f4377ac1;ОДУ Средней Волги;18254;b614efd2-4a41-4ce9-807f-dd775e11ecd5;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;3ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Саратовская Состояние ПА;Саратовское РДУ;14009;0df45afe-f6d8-4eb0-8d46-0aabd98478e3;ОДУ Средней Волги;18255;f4107427-c00d-4339-9a8a-79648551a933;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;4ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Саратовская Состояние ПА;Саратовское РДУ;14010;5e94550f-c25b-49c9-9753-bd90e43b2a68;ОДУ Средней Волги;18256;07075e2f-0c48-4c75-9882-01d740c163ae;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;5ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Саратовская Состояние ПА;Саратовское РДУ;14011;92a55cd3-ffee-43b8-9001-d6a28a65f887;ОДУ Средней Волги;18257;da64ecb4-e3a0-43bf-8aa5-6d20999e5fee;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;6ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Саратовская Состояние ПА;Саратовское РДУ;14012;6e184bf5-99a1-4635-bcb1-7c157e70ed2d;ОДУ Средней Волги;18258;3cc13c10-384a-40a5-9802-729d3ed13b4a;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;7ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Саратовская Состояние ПА;Саратовское РДУ;14013;8971dca3-b4d0-42aa-8370-912034244a0b;ОДУ Средней Волги;18259;54616d57-dfe9-481b-864a-bdd2c02005ee;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;1ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Терешка отп.Вольская Состояние ПА;Саратовское РДУ;14014;0db81689-7148-4612-9a93-9f4df8d13212;ОДУ Средней Волги;18260;0f89c0a6-d9dc-4518-b1d7-77f1e9c464dd;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;2ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Терешка отп.Вольская Состояние ПА;Саратовское РДУ;14015;3672365c-c887-4346-ab33-8cfabd544537;ОДУ Средней Волги;18261;d80156ec-18a2-4653-bf6f-128bbc8eaf8d;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;3ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Терешка отп.Вольская Состояние ПА;Саратовское РДУ;14016;d4243cb6-fabf-4f06-95da-18fcbd9600eb;ОДУ Средней Волги;18262;cd65af59-aaa4-4b14-90c2-9ca9b8b07e26;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;4ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Терешка отп.Вольская Состояние ПА;Саратовское РДУ;14017;78b77325-9cef-44bb-824e-8469eb8cf662;ОДУ Средней Волги;18263;5c7dfd89-81a5-46c6-b4d7-bc2402731732;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;5ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Терешка отп.Вольская Состояние ПА;Саратовское РДУ;14018;009f7572-0dd5-4717-a146-0bea210a6063;ОДУ Средней Волги;18264;29a9f890-0845-4c9a-a92d-e5b5bae421f5;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;6ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Терешка отп.Вольская Состояние ПА;Саратовское РДУ;14019;07c7efc8-59e0-4f82-a9bf-d1a5004aaa8c;ОДУ Средней Волги;18265;2289f584-4fb1-4ab0-a374-1c3fef49eca5;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;7ст. ГЭС АОПО ВЛ 220 кВ СарГЭС-Терешка отп.Вольская Состояние ПА;Саратовское РДУ;14020;a17fb7d1-bdf3-426c-bb3d-509af71a79fd;ОДУ Средней Волги;18266;e2c735e1-eaf0-43ba-9a6e-c163e952c640;Несоответсвие привязки в ИМ;False
ГЭС Жигулёвская ГЭС;АОПО ЖГЭС ВЛ 110 ЖГЭС–Левобережная II цепь 5ст(выведена\введена);Самарское РДУ;39291;85cf4f2a-d16b-4747-943b-868c4a2c286e;ОДУ Средней Волги;17952;accd6adb-7c28-4666-a48c-a15b494de504;Несоответсвие привязки в ИМ;False
ПС 500 кВ Пенза-2;ПС 500 кВ Пенза-2 500 ФОЛ Тамбов;Пензенское РДУ;10276;371cda2e-5595-42ed-a37e-1e4bdb8259f7;ОДУ Средней Волги;701;c3445f75-0682-48ec-a465-f506685339ee;Несоответсвие привязки в ИМ;False
ПС 500 кВ Пенза-2;ПС 500 кВ Пенза-2 500 ФОЛ Вешкайма;Пензенское РДУ;10277;15efa8ec-2bb0-4da4-b4d6-c28c09c32323;ОДУ Средней Волги;702;e512d3ff-ab63-4a42-9673-585cd7bb7e4c;Несоответсвие привязки в ИМ;False
