Объект;ДЦ источник;Название ОИ;Категория;№ОИ;UID OI;UID PO;ДЦ получатель;Название ОИ;Категория;№ОИ;UID OI;UID PO;Комментарии;передача в ИА
СО АО "СО ЕЭС";Нижегородское РДУ;H1754;ПВ;1754;9264b358-d32e-426b-bc3e-1d68755cbc26;45e0c75d-5962-4abe-bc69-5f1e56173e7a;ОДУ Средней Волги;Кострома-Луч;ПВ;229;8c3d341a-ca18-424a-bc45-39e58fd37c1c;45e0c75d-5962-4abe-bc69-5f1e56173e7a;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Ульяновскэнерго;Нижегородское РДУ;H3430;ПВ;3430;2c85ebab-aa0e-4f9b-ae52-ed08280974db;3fd67e9e-7c96-43b1-a24f-c695cc3af47e;ОДУ Средней Волги;ВЛ 500 кВ Нижегородская-Костромская ГРЭС  ;ПВ;2968;b466e036-4d3d-457a-8348-8a81c3463172;3fd67e9e-7c96-43b1-a24f-c695cc3af47e;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1755;ПВ;1755;281b29b6-d6f7-4933-9d83-5d20dfa87220;f79354b2-b142-4c21-a6a3-5e7d27444c5e;ОДУ Средней Волги;P ВЛ220 Рыжково-Мантурово;ПВ;2543;7a47d079-6703-4c41-ad5b-0d2e3f322688;f79354b2-b142-4c21-a6a3-5e7d27444c5e;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1751;ПВ;1751;f53f9b5a-7e36-49f3-9e36-e93ba806cfc0;109fa910-9b35-4ff4-82f2-77257dc2eb83;ОДУ Средней Волги;P ВЛ110 Гороховец-Степаньково;ПВ;2525;37d64a68-6e30-4210-9183-08598c7cd579;109fa910-9b35-4ff4-82f2-77257dc2eb83;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1753;ПВ;1753;b708c95d-08cf-412d-a5eb-6392c55e8836;013bb3b7-3439-4034-8c85-01502c0e9f4a;ОДУ Средней Волги;P ВЛ110 Муром-Навашино;ПВ;2526;3d97bfad-9cc1-4902-ad35-d7129867fd7b;013bb3b7-3439-4034-8c85-01502c0e9f4a;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1750;ПВ;1750;782454be-4663-4aca-9bd3-db4f730aca10;4eccd32b-7034-4fa7-9b47-818b7823293d;ОДУ Средней Волги;P ВЛ500 Владимирская-Радуга Северная;ПВ;2527;24ee2587-2caa-4f7b-ba30-4ea89df4ccdf;4eccd32b-7034-4fa7-9b47-818b7823293d;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1637;ПВ;1637;64e6e497-9f13-4859-b692-4fd6ce18c1f6;ed30a837-4f6f-489f-a1d0-ba54fe07aa6a;ОДУ Средней Волги;Р ВЛ110 Радуга-Муром 2;ПВ;2530;74b3e720-5eb8-4af2-9c68-cdf2f9dd657d;ed30a837-4f6f-489f-a1d0-ba54fe07aa6a;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1752;ПВ;1752;852edc96-f896-44d8-abf8-4e390f980be7;55b46854-95e5-4ce4-aaf6-b084c2a814f8;ОДУ Средней Волги;P ВЛ110 Гороховец-Смолино;ПВ;2529;26502121-3e72-4872-88e8-2ee36aa81f8d;55b46854-95e5-4ce4-aaf6-b084c2a814f8;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1638;ПВ;1638;cbf0c28b-d038-41c6-b4db-137297e10a96;581bdc2b-8e10-49d8-aa5e-9db7cad39934;ОДУ Средней Волги;P ВЛ220 ГЭС-Вязники НиГЭС;ПВ;2531;dc87446f-8ea2-45b6-ab7c-307fdda24419;581bdc2b-8e10-49d8-aa5e-9db7cad39934;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1635;ПВ;1635;443764a3-5fd0-4646-b719-84503577f3b5;8eb3b817-d026-4c55-b615-dd6339569218;ОДУ Средней Волги;P ВЛ110 Радуга-Стрелочная 1;ПВ;2532;3ff93def-1561-4e4f-86ea-0ed14701fafd;8eb3b817-d026-4c55-b615-dd6339569218;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1636;ПВ;1636;f1791d8d-c547-4aa0-b91f-22b3d5e7a4af;c52202cb-7f27-4ea0-9c91-19a0a3a5ddca;ОДУ Средней Волги;P ВЛ110 Радуга-Стрелочная 2;ПВ;2509;b3143b45-2f8f-4bdc-8a42-29d314f17b35;c52202cb-7f27-4ea0-9c91-19a0a3a5ddca;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H3393;ПВ;3393;f03c71ec-e3f1-4dce-95cf-89a6bf1c66aa;870cdfa2-d56b-4025-ad99-5c75db300fcf;ОДУ Средней Волги;ВЛ 35 кВ № 3551 Гороховец - Лагерная;ПВ;914;a3ebee7f-91d6-45ad-ab00-2213646b37e5;870cdfa2-d56b-4025-ad99-5c75db300fcf;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1749;ПВ;1749;e09a6160-c39e-4c18-82e9-5d3beee755e2;4a0e4c8c-62fd-4149-ae8e-83153b542b1a;ОДУ Средней Волги;P ВЛ500 Радуга-Владимирская Южная;ПВ;2528;4587c434-1dfa-42cd-be56-01d79d4419f5;4a0e4c8c-62fd-4149-ae8e-83153b542b1a;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H295;ПВ;295;ce14cde6-2da2-4c7c-a09c-226a0f8a3d17;2072d5a7-fbda-40e6-80ab-7d2765bd7840;ОДУ Средней Волги;Р ВЛ35 в сеч. НСК-Мариэнергосбыт;ПВ;2546;f0d86264-e64f-493a-b851-08c5b00019ec;2072d5a7-fbda-40e6-80ab-7d2765bd7840;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H297;ПВ;297;7317c08a-77d0-4dcb-8f55-277baf0b0212;635b99da-b56a-4900-8840-8a6ccd171ff3;ОДУ Средней Волги;P ВЛ110 Воскресенск-Мелковка;ПВ;2545;e02f9213-986c-4be5-b9ee-281487f10d2a;635b99da-b56a-4900-8840-8a6ccd171ff3;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H298;ПВ;298;e6de7177-4f47-49b5-96a8-edd619dc3d45;c106b1ac-f97d-4112-a649-10d78d37f087;ОДУ Средней Волги;P ВЛ110 Макарьево-Юрино;ПВ;2901;8179c616-5f13-4ffd-baee-4df375b48d27;c106b1ac-f97d-4112-a649-10d78d37f087;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Мордовэнерго;Нижегородское РДУ;H28_d;ПВ;28;29680bc8-fb46-42f9-89c1-be15d502dfc2;5a27ddf0-a2b6-48b1-896c-c65ff5a7ad31;ОДУ Средней Волги;МЭС - ЭС Нижегородской области (прочие);ПВ;846;aa949444-b2b6-4fa8-bdac-f97dc507c74f;2d260f1e-b1af-412d-aab0-1155ef5df3f0;Несоответсвие привязки в ИМ;False
ПС 500 кВ Вешкайма;Нижегородское РДУ;H250;ПВ;250;b13801c8-bb73-45b1-9a76-cd0aaa76aaf0;8648e93a-27bb-44c3-8301-58665ce2e592;ОДУ Средней Волги;ВЛ 500Ульяновск-Южная (Арзамас – Вешкайма);ПВ;217;a7879dbe-c6f5-41cf-8f40-028626714f57;8648e93a-27bb-44c3-8301-58665ce2e592;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Мордовэнерго;Нижегородское РДУ;H1760;ПВ;1760;dc71a2ec-0997-4431-8197-648bf8b51664;46d75a16-de8b-437c-9cc3-a73d81ebe0c0;ОДУ Средней Волги;Осиновка-Саранск;ПВ;59;53461cf1-53bf-4a0e-aa66-6ffde84df88d;46d75a16-de8b-437c-9cc3-a73d81ebe0c0;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Мордовэнерго;Нижегородское РДУ;H1761;ПВ;1761;624bcef9-f0f1-41de-91f9-a2234ff89b02;9b09f443-ab2a-4ca7-8363-4b36c8ca48dc;ОДУ Средней Волги;Арзамас-Рузаевка;ПВ;60;f4a72a21-b72d-4567-8ac7-4f25dc794ccb;9b09f443-ab2a-4ca7-8363-4b36c8ca48dc;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1778;ПВ;1778;ae49e359-e706-431c-96d5-95db80ea4890;809d041a-4795-4c4b-a811-6bf714e4b011;ОДУ Средней Волги;P ВЛ110 Котельнич-Иготино;ПВ;2537;447648cc-d5b3-4a1e-99c3-3f10d4ba9333;809d041a-4795-4c4b-a811-6bf714e4b011;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
ПС 500 кВ Осиновка;Нижегородское РДУ;H1661;ПВ;1661;30a9bf57-8c56-4b6c-942b-2df09a4542de;a4bf7f68-ef7c-4434-a419-d1ea2f2b4be6;ОДУ Средней Волги;ВЛ 500 Ульяновск-Cевер-ная (Осиновка-Вешкайма);ПВ;215;4af27c07-77a3-4e1e-be47-2f28d8f0dcc0;a4bf7f68-ef7c-4434-a419-d1ea2f2b4be6;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1651;ПВ;1651;bbcf4c7d-161a-4d03-aac1-c1f10b887788;0b14e225-4ea8-4e3f-ab52-bf17670b960a;ОДУ Средней Волги;P ВЛ10 Сява-Дружба+Потр.;ПВ;2538;63cd3cec-2807-4974-8c22-4f7841d1c77b;0b14e225-4ea8-4e3f-ab52-bf17670b960a;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1779;ПВ;1779;d7f14cc5-2872-43cc-8fd8-b325039430df;9b63e4fe-0672-41e6-b66b-c0d0c84846fc;ОДУ Средней Волги;P ВЛ110 Котельнич-Буреполом;ПВ;2539;79579a86-a685-49ab-bff9-086f4fd8f992;9b63e4fe-0672-41e6-b66b-c0d0c84846fc;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
ПС 500 кВ Помары;Нижегородское РДУ;H2540;ПВ;2540;9445e1c9-a768-446b-9791-2eb86c1661ba;cc4f9b92-52c6-464b-8f86-504539e33e89;ОДУ Средней Волги;Помары-Удмуртская;ПВ;1640;02be789d-8ed3-4658-86f2-1da90bc91db9;cc4f9b92-52c6-464b-8f86-504539e33e89;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Татарстана;Нижегородское РДУ;H2522;ПВ;2522;a92e6cd4-f2b5-4060-baa4-a4a72891762c;1cd805da-ad0d-494e-8a49-50e130f9ab86;ОДУ Средней Волги;З.Дол-Тюрлема;ПВ;78;a3ff10c3-c506-4ae4-9dad-d107d6e0ccd1;1cd805da-ad0d-494e-8a49-50e130f9ab86;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Чувашэнерго;Нижегородское РДУ;H2517;ПВ;2517;ea596a99-4e5e-4ee1-9e02-0d7eb5168553;7e11cc21-964d-4295-9817-216f2e1fffea;ОДУ Средней Волги;Канаш-Студенец 1;ПВ;1732;6ac2584e-10fa-4ab1-bdc5-07a2fbc9587d;7e11cc21-964d-4295-9817-216f2e1fffea;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
ЭС Республики Марий Эл.;Нижегородское РДУ;H2902;ПВ;2902;fab10c2c-ff95-4c18-ab73-fec1bbe7f238;e2636836-107a-43a9-a7b2-76443355342a;ОДУ Средней Волги;МаЭС-Киров;ПВ;398;a7b555e6-9c2c-4b90-861a-369defad7deb;e2636836-107a-43a9-a7b2-76443355342a;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Чувашэнерго;Нижегородское РДУ;H2518;ПВ;2518;4f5015a0-9cfb-44c9-a9a7-12f133bea0f3;20a0fa85-d786-445c-bbab-de4830420114;ОДУ Средней Волги;Канаш-Студенец 2;ПВ;1733;86780b67-c92f-40f7-8741-54b9961c3a7b;20a0fa85-d786-445c-bbab-de4830420114;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Чувашэнерго;Нижегородское РДУ;H2521;ПВ;2521;01ec7009-11e9-4b38-89ed-e2229e254f37;11639ed6-cfb5-45cf-9a79-e32fa86a247b;ОДУ Средней Волги;Тюрлема-Буинск;ПВ;394;41e93718-a0cb-4026-814f-fd678610e3e0;11639ed6-cfb5-45cf-9a79-e32fa86a247b;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Чувашэнерго;Нижегородское РДУ;H2523;ПВ;2523;9c292188-33a3-4dfc-a4a8-978bda9eceda;fdeaae69-9eed-419a-b7f1-b2bf32cc3a81;ОДУ Средней Волги;Шемурша-Дрожжаное;ПВ;857;b2ba6568-c4f3-4d4e-8526-49966f7d7dcc;fdeaae69-9eed-419a-b7f1-b2bf32cc3a81;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Нижегородское;Нижегородское РДУ;H1771;ПВ;1771;4b28fca4-b921-4187-8c53-7e076602016a;5d8cc774-77c7-4944-9d2b-8ec3fa870a2a;ОДУ Средней Волги;Майдан-Ядрин1,2 (НЭС-ЧЭС);ПВ;2665;88265555-0860-42d8-98a6-442abe51ce49;5d8cc774-77c7-4944-9d2b-8ec3fa870a2a;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
ГЭС Чебоксарская ГЭС;Нижегородское РДУ;H2516;ПВ;2516;26bd7a8d-1ff9-48e3-94db-c129dc6d7fd8;20527c54-96d8-4049-b33b-47b6c51d67fb;ОДУ Средней Волги;ВЛ-500 кВ ЧеГЭС-Нижегородская;ПВ;106;3636d8b2-5519-4aa5-8a6e-bad15cd41f2d;20527c54-96d8-4049-b33b-47b6c51d67fb;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
ЭС Республики Марий Эл.;Нижегородское РДУ;H2532;ПВ;2532;b4d3fe35-c7be-4534-9c5a-4008b8a775c3;170f1ede-0ffd-4477-9482-5e8cf5e6468d;ОДУ Средней Волги;Кокшайск-ТЭЦ-3;ПВ;79;93d49f63-587f-4092-b49f-8a80c04a4709;170f1ede-0ffd-4477-9482-5e8cf5e6468d;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
ГЭС Чебоксарская ГЭС;Нижегородское РДУ;H2530;ПВ;2530;9aa46c4a-53ca-4cd3-8512-5a49c238cdd0;5850cfc9-0ddd-40a3-971c-d86ec8fb6212;ОДУ Средней Волги;ЧеГЭС-Чигашево;ПВ;501;ce3ab287-de1e-4be4-86f7-c924817ce5a0;5850cfc9-0ddd-40a3-971c-d86ec8fb6212;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Чувашэнерго;Нижегородское РДУ;H2531;ПВ;2531;fd1738fc-ba53-4105-997e-312b36589853;b8674d9d-af56-4c83-837b-f7707dd2fae7;ОДУ Средней Волги;Тюрлема-Помары;ПВ;77;c24f67e6-5118-46ce-a06c-246c9abe609f;b8674d9d-af56-4c83-837b-f7707dd2fae7;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
ГЭС Чебоксарская ГЭС;Нижегородское РДУ;H2529;ПВ;2529;9199e6b5-6571-4eac-b345-2c2b847bbb10;60ad3981-fbe5-4aeb-9065-3eb048a57f08;ОДУ Средней Волги;ЧеГЭС-Помары;ПВ;108;28a77a1e-83ea-4ae6-ae01-a19803eed200;60ad3981-fbe5-4aeb-9065-3eb048a57f08;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Ульяновскэнерго;РДУ Татарстана;Добавка_H6204_мгн;ПВ;6204;78257dc5-879e-443f-ac6c-949b8d76789c;2987b72a-c262-4dc7-959e-0ff4f90f9606;ОДУ Средней Волги;УЭС-ТЭС(Сумма ВЛ 110 Раково - Ишеевка, ВЛ 110 Болгары - Кр.Река;ПВ;838;3a138bca-8f98-4b16-841c-cdda867e64ae;2987b72a-c262-4dc7-959e-0ff4f90f9606;Несоответсвие типа измерения: Договорное значение и Мгновенное значение на конец отчетного получаса;False
ОЭС Урала;РДУ Татарстана;H4751_мгн;ПВ;4751;39998223-7d57-4da2-a722-a00b487ab8ac;2a87c358-ce12-4a7e-8981-6a2f0408392f;ОДУ Средней Волги;К.Букаш-В.Поляны 220;ПВ;851;71ac225c-0cfb-4cc4-91b8-9d69d26d8e2a;2a87c358-ce12-4a7e-8981-6a2f0408392f;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Татарстана;РДУ Татарстана;Добавка_H6202;ПВ;6202;f6a07bf3-cd1e-48b0-b3ad-8d6595ec322f;6970ae09-3b01-4865-9135-cf36ae3a73b5;ОДУ Средней Волги;Татария-Киров (прочие);ПВ;859;063abc10-664d-428f-9a30-fb72d30c1b05;d5230fa0-69f0-4838-b677-3513fffec2a4;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бугульма;РДУ Татарстана;H3319;ПВ;3319;46fae5f3-da11-4c12-a96f-dd7e99c883f6;a407e3fb-1b07-4615-82b9-e3a5716fa06e;ОДУ Средней Волги;Бугульма-Северная;ПВ;310;add7c7d8-ae49-48fb-a59a-ff565e200126;f158f9e4-6ffe-4029-a0e5-01d0a6f5eecd;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бугульма;РДУ Татарстана;H3316;ПВ;3316;f380b507-4e1e-45ba-a8e1-dad84d822af2;b9645aa9-d829-4a66-a268-e66195854e80;ОДУ Средней Волги;Бугульма-Михайловское;ПВ;149;07653b6e-740a-425b-ad59-2e21dfe95441;d699ea38-65bf-438d-9d1e-de075fcd0a25;Несоответсвие привязки в ИМ;False
ОЭС Урала;РДУ Татарстана;H7173;ПВ;7173;5b81222d-dba3-4f79-99fc-faf7c5cfea94;01b5b335-82ec-48d6-9fd1-fa2e5ab4ebe2;ОДУ Средней Волги;К.Букаш-В.Поляны 110;ПВ;852;265ff8a1-923e-4a75-aee3-145d7ecbfc89;75092747-8e97-4299-b648-fb4bac682ef7;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бугульма;РДУ Татарстана;H3299;ПВ;3299;e1d0e4f2-3e53-4cef-ac91-0bea71fd135d;ba9c5ac6-fd88-4be7-90ca-0cb70832181e;ОДУ Средней Волги;Бугульма-Бекетово;ПВ;82;5e929059-e316-4af5-9b3c-2176d5391c48;0f79a390-d00e-4ea4-ae82-caf2e449fac8;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бугульма;РДУ Татарстана;H3310;ПВ;3310;2f346d84-b544-4b63-bb5f-e2db490c70dd;06abb892-5706-41ab-8dba-1b1010a8dbf9;ОДУ Средней Волги;Бугульма-Аксаково;ПВ;83;85114798-c007-4a9e-a745-a5f741c8b899;c1db2544-709d-446c-b2a9-ebf7c5397a11;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бугульма;РДУ Татарстана;H3313;ПВ;3313;d35a4f6a-d6ab-4a5a-9250-9d96ef5f44d8;e77495c7-d465-4915-a8f4-4ecc0d5139c3;ОДУ Средней Волги;Бугульма-Туймазы;ПВ;84;e69662e7-c30e-40d1-8fe3-642198383d87;e73da2e6-d348-4056-8454-bcab10c5d758;Несоответсвие привязки в ИМ;False
РДУ Татарстана;РДУ Татарстана;Добавка_H6201_мгн;ПВ;6201;4960acc1-cbcc-4cbe-8816-451a47898ca3;83b6d0a3-eb56-4aaa-8770-b099f2f5b43c;ОДУ Средней Волги;ТЭС-БЭС (прочие);ПВ;850;11bd8606-6430-4916-8391-b2d26281038d;091ede36-c334-43ac-b37b-3c912f1d21cf;Несоответсвие привязки в ИМ;False
ПС 500 кВ Киндери;РДУ Татарстана;H3202;ПВ;3202;7e5c1c13-8c73-4722-959f-735c99165e79;cc1d0b98-93e7-461c-8855-c9d22d873e1a;ОДУ Средней Волги;Киндери-Помары;ПВ;487;2f3e91fe-7b09-4624-907f-ce053c5dcd86;03c79020-86bf-4191-84ee-96396a75ca1a;Несоответсвие привязки в ИМ;False
РДУ Татарстана;РДУ Татарстана;H5472;ПВ;5472;ed9a62fa-a428-43d8-8350-025bb1d8b084;af50b83c-d8a6-40df-9da1-431dbe05b81e;ОДУ Средней Волги;БЭС-УрГРЭС 35,110;ПВ;195;974049c0-37e5-4839-8b28-20b193561944;d494e28a-bbc6-4170-a1c6-b1c1b5d531ad;Несоответсвие привязки в ИМ;False
ЭС Республики Марий Эл.;РДУ Татарстана;H6273_мгн;ПВ;6273;a766cce9-729c-4c65-9a9e-d6c31d02579c;6209b72a-2f7d-47be-b674-8e8c261676df;ОДУ Средней Волги;Кинер-МаЭС;ПВ;397;b2466f49-e66e-4948-974d-1f5b11f4275c;6209b72a-2f7d-47be-b674-8e8c261676df;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
РДУ Татарстана;РДУ Татарстана;H5471;ПВ;5471;b1aa46a1-0730-4ecf-99d9-59060d02da23;af50b83c-d8a6-40df-9da1-431dbe05b81e;ОДУ Средней Волги;Туймазы-УрГРЭС 110;ПВ;85;4643820b-7943-4bdf-b6bc-9e201892e896;2042a784-bb41-4c2e-b23e-a02b4cbd344e;Несоответсвие привязки в ИМ;False
РДУ Татарстана;РДУ Татарстана;H4454;ПВ;4454;d7cc6790-82a2-4a61-a3df-b2a9a6ec87cc;2af001e8-418d-4560-a888-1357a823da56;ОДУ Средней Волги;З.Дол-Помары;ПВ;391;1aad5053-454b-4eb1-a2d5-33a128ec68b0;46d78d2f-d070-4d0f-b0ff-279a3a0209a0;Несоответсвие привязки в ИМ;False
РДУ Татарстана;РДУ Татарстана;H4458;ПВ;4458;c4791574-c9ee-47e2-977f-b56d95137b44;62930167-2501-44d1-9fe2-232d87c87558;ОДУ Средней Волги;З.Дол-Волжская;ПВ;390;0d5be7d1-3f84-49f1-a1cb-c9548bce8413;6a957918-d52b-485f-916f-c2c89ab6d539;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бугульма;РДУ Татарстана;H3307_мгн;ПВ;3307;99f5a87d-15a8-4a9d-8384-7f93814e4b6b;2fa7a835-98ee-4e31-9b11-f6b8e2a10372;ОДУ Средней Волги;ВЛ 500 Бугульма-Азот;ПВ;76;d280385b-2308-4c85-a686-28ad53bfae11;2fa7a835-98ee-4e31-9b11-f6b8e2a10372;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
ГРЭС Заинская ГРЭС;РДУ Татарстана;H2984;ПВ;2984;bc913697-4e0a-4905-9db4-a3e545ed0cb0;d6aa34ac-8d1d-4062-92e2-88dc6e4f4629;ОДУ Средней Волги;ВЛ 500  ЗайГРЭС-Куйбышевская;ПВ;75;9f335bb9-079e-4edb-8836-c67e73c2f04c;d6aa34ac-8d1d-4062-92e2-88dc6e4f4629;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
АО Самараэнерго;РДУ Татарстана;H5709;ПВ;5709;cdc682f3-3d89-4bcc-8342-1a2ec30b5185;20932929-6bd1-490a-b88a-8861eb92c5c7;ОДУ Средней Волги;СамЭС-ТЭС (проч);ПВ;61;95d09bda-9497-43c9-99a9-2c6b68d04377;709b345d-d265-4599-8a49-11da9909b34f;Несоответсвие привязки в ИМ;False
РДУ Татарстана;РДУ Татарстана;Добавка_H6642_мгн;ПВ;6642;7bc35ade-75f7-492f-a57b-573ee03d5dff;2603f147-3848-46aa-9456-d22617312df3;ОДУ Средней Волги;ТЭС-Удмуртская (110);ПВ;2029;8323d41c-a91e-4b08-a278-4887f3afe8ed;aacf716f-5dcd-4ac8-9e0f-e589ede5a7dc;Несоответсвие привязки в ИМ;False
ПС 500 кВ Щёлоков;РДУ Татарстана;H3380;ПВ;3380;50923df8-04e5-484d-9ae1-4fdb91f3b123;542b1332-ef98-49e6-ae97-1aa8bc596e5e;ОДУ Средней Волги;Щёлоков-Удмуртская;ПВ;81;ffea75f3-42cc-46fe-a146-24ca02b26755;17a45d9d-044e-40e3-9d49-c291c8a5ba8b;Несоответсвие привязки в ИМ;False
РДУ Нижегородское;Нижегородское РДУ;H1291;ПВ;1291;6c51cc71-66b4-4ca4-8574-36d6f69e9582;55542497-355c-4c9b-a5b9-49727fcd29ed;ОДУ Средней Волги;Рез. вр.ГТУ-3 Дзержинской ТЭЦ;ПВ;3029;984f5c13-980e-4f18-844d-a1e970f81478;7178fadb-a601-4b88-9014-015853dd03aa;Несоответсвие привязки в ИМ;False
РДУ Нижегородское;Нижегородское РДУ;H1292;ПВ;1292;77aec4ab-c832-46d0-a527-a8e7f5e277df;1ee434b3-bd78-4b1c-b715-633ee4ab595e;ОДУ Средней Волги;Рез. вр. Дзержинской ТЭЦ;ПВ;3028;c3e0fe4b-b467-422f-bccb-8bf2b20851ad;1ee434b3-bd78-4b1c-b715-633ee4ab595e;Несоответсвие типа измерения: Усредненное значение за последнюю минуту отчетного получаса и Мгновенное значение на конец отчетного получаса;False
AS РЕЗЕРВ;Нижегородское РДУ;H2595;ПВ;2595;630512a9-3fe7-4fa3-8ca7-a069105e7bb4;6cb5e9ce-ec3b-4a25-ac35-1a143a8a848a;ОДУ Средней Волги;Рез. вр. Чебоксарской ТЭЦ-2;ПВ;1545;5711e582-f5af-4a0f-b175-5de30e97c622;2d58ad45-4c13-4aee-9d40-df3e8a21ec5a;Несоответсвие привязки в ИМ;False
