Объект;ДЦ источник;Название ОИ;Категория;№ОИ;UID OI;UID PO;ДЦ получатель;Название ОИ;Категория;№ОИ;UID OI;UID PO;Комментарии;передача в ИА
ПС 500 кВ Кропачево;ОДУ Средней Волги;ВЛ 500 Кропачево-Приваловская U;ТИ;685;5486078e-fca0-4242-b480-2d9b515ca807;e6002832-0156-4b43-a5ed-811fb56b6b8c;Самарское РДУ;I4243;ТИ;4243;eae51f42-f5d5-42d8-ab1a-b9663fd43328;11c18766-bc80-4a71-a51e-abec2f81ed1f;Несоответсвие привязки в ИМ;False
ПС 500 кВ Смеловская;ОДУ Средней Волги;Смеловс. АТГ1 500\220 Р;ТИ;3231;bcd54b9b-3038-487a-88e2-182ad8639fd5;e412beae-362e-43bf-ad68-d1e67fcdc446;Пензенское РДУ;I21137;ТИ;21137;3f97dbe4-8b92-4f5a-9d55-430e562da599;74268c07-dc79-4dd0-a735-aac2070a81e4;Несоответсвие привязки в ИМ;False
ПС 500 кВ Смеловская;ОДУ Средней Волги;Смеловс. АТГ1 500\220 Р;ТИ;3231;bcd54b9b-3038-487a-88e2-182ad8639fd5;e412beae-362e-43bf-ad68-d1e67fcdc446;Самарское РДУ;I32663;ТИ;32663;b5143481-ba2c-4098-a847-a1439c8bc09e;74268c07-dc79-4dd0-a735-aac2070a81e4;Несоответсвие привязки в ИМ;False
ПС 500 кВ Смеловская;ОДУ Средней Волги;Смеловс. АТГ1 500\220 Q;ТИ;3232;3ce5ab5b-8683-497d-9bcd-d51e5927c1e8;103b70e2-f736-4b50-aa7b-10a44d9cd367;Пензенское РДУ;I21138;ТИ;21138;770e47a2-a355-4fdb-b051-4d8c42148670;fbe02d15-d92f-4e99-b739-48592a25ec29;Несоответсвие привязки в ИМ;False
ПС 500 кВ Смеловская;ОДУ Средней Волги;Смеловс. АТГ1 500\220 Q;ТИ;3232;3ce5ab5b-8683-497d-9bcd-d51e5927c1e8;103b70e2-f736-4b50-aa7b-10a44d9cd367;Самарское РДУ;I32664;ТИ;32664;16a045e2-81e6-4a94-bc15-34e430b6dc7f;fbe02d15-d92f-4e99-b739-48592a25ec29;Несоответсвие привязки в ИМ;False
ОЭС Урала;ОДУ Средней Волги;УРАЛ U СШ1-500 ТрГРЭС;ТИ;7747;2de044e9-2434-4e41-be6c-d2b3fd8d9c15;4dc0d9fa-f893-40b1-a253-2e8cdd75d0b1;Пензенское РДУ;I21142;ТИ;21142;8bb1f0c6-d2a0-424d-ac61-66031335bd03;a8fa5e47-e9b7-4dd4-bfe1-6aae1d8ecb6a;Несоответсвие привязки в ИМ;False
ПС 750 кВ Владимирская;ОДУ Средней Волги;ЦЕНТР U500 Владимир 3с.ш.;ТИ;625;684a0a2d-6854-4225-ba12-0d2fde6ae208;2db31f39-0404-4e2c-83f2-a764da2fcb05;РДУ Татарстана;4834;ТИ;4834;19d5497e-1026-41d7-872a-e500a472f359;5bfabba3-18bb-48d7-ab68-186fbb049826;Несоответсвие привязки в ИМ;False
ГРЭС Костромская ГРЭС;ОДУ Средней Волги;ЦЕНТР КоГРЭС АТ-4 500/220* P;ТИ;7878;eb08c106-fb97-49a3-b195-edd2528746b3;5bd9533c-8d71-4709-b914-62acdb73d042;Пензенское РДУ;I20751;ТИ;20751;ebad1653-512f-4d72-8f5e-f0c3a669d837;261e688e-c13c-4d6e-994b-bbd1de3a274b;Несоответсвие привязки в ИМ;False
ПС 500 кВ Звезда;ОДУ Средней Волги;Центр Звезда - КоАЭС U500 Uab;ТИ;4146;392a6761-3854-4332-9937-ff17e20083ba;e4278b11-b09b-4ce3-98ca-7c848725f7cf;РДУ Татарстана;9234;ТИ;9234;65bb84f0-d8e8-4711-abbe-dfbee8dc8844;d9a046c4-5948-496d-8a8a-29da9f6106c0;Несоответсвие привязки в ИМ;False
ПС 500 кВ Липецкая;ОДУ Средней Волги;Центр Липецк ВЛ 500 кВ Липецкая - Тамбовская Uab;ТИ;1673;30578ef6-4cfd-4f74-a264-8044151432c9;efd797ee-a7ed-45aa-b645-57a549977266;Самарское РДУ;I32081;ТИ;32081;3bbc6d08-58d9-4bed-8d84-2ea1f7e482de;77e878fd-c97d-4c55-bd61-9d2f3123a3a9;Несоответсвие привязки в ИМ;False
ГРЭС Костромская ГРЭС;ОДУ Средней Волги;ЦЕНТР P Костромская ГРЭС - Загорская АЭС;ТИ;639;3d704c0e-027f-4503-a969-1807fec2a7fa;27ceae6a-a2ad-4fd1-8528-f7ac99a217a0;Нижегородское РДУ;I39649;ТИ;39649;3395e7a0-1a93-4499-bb1b-995511383d14;67de87eb-e189-45e0-b02e-cf8e64525d3b;Несоответсвие привязки в ИМ;False
ОЭС Центра;ОДУ Средней Волги;ЦЕНТР U-500 Пахра (ВЛ 500 кВ Пахра - Новокаширская);ТИ;7887;2c1a8196-9c0e-4cc4-9534-55ccb98b027d;56c5eee4-ac2a-466f-b650-f3cd9c7b4d34;Нижегородское РДУ;I46452;ТИ;46452;bb4b3c19-a13e-43dc-9a99-e2df3e574e3f;8982ac10-1188-4750-bb7c-7aaee96d9f20;Несоответсвие привязки в ИМ;False
ОЭС Центра;ОДУ Средней Волги;ЦЕНТР U-500 Трубино (ВЛ 500кВ Трубино - Владимирская);ТИ;7901;87ec1dae-2637-4fc8-a1aa-a88b45742d9d;28392c6b-3fa2-46af-b91a-e1e711464968;Нижегородское РДУ;I46496;ТИ;46496;3b60e31a-3c7d-442c-b34f-872ab1674384;ef3dd70b-ec5c-4768-8006-13963609a529;Несоответсвие привязки в ИМ;False
ОЭС Центра;ОДУ Средней Волги;Центр ПС 220 кВ Котовская АТ-2 220* / 110 P;ТИ;11256;1381ca68-686f-4931-9ff0-60faf1525d39;d02173d9-6676-4ebd-b6ea-f00e3226750c;Пензенское РДУ;I15061;ТИ;15061;83f3f4de-cc90-42c6-b62a-11b5f9681685;98b1c655-f9c3-496c-a3d1-9ed0d4756c36;Несоответсвие привязки в ИМ;False
ОЭС Центра;ОДУ Средней Волги;Центр ПС 220 кВ Котовская АТ-2 220* / 110 Q;ТИ;11257;2c1070c3-f72d-48fd-91db-6f17aa78e6f8;081d975c-f5d2-46b3-b1b1-645812ac964d;Пензенское РДУ;I15062;ТИ;15062;b43beb50-de03-48e4-b37c-a5da96aa72fe;7bbec264-1f30-4072-845f-5b7e8d254cd3;Несоответсвие привязки в ИМ;False
ПС 500 кВ Тамбовская;ОДУ Средней Волги;ЦЕНТР U500 Тамбов 2с.ш.;ТИ;623;5e878235-60c3-4855-ad40-03bec056fdf2;c8879cac-376d-4815-8eb0-c68e9bb436ef;Пензенское РДУ;I2647;ТИ;2647;bfec0816-7c64-4855-9828-5dbfe29bb390;81fe3a7e-6b5c-4df7-af8e-bf898b246bf5;Несоответсвие привязки в ИМ;False
ПС 500 кВ Тамбовская;ОДУ Средней Волги;ЦЕНТР Тамбовская АТ-1 500/220* P;ТИ;620;9f23ee6d-0309-403c-8e76-23275f5c54cc;54d07c96-1ef0-496c-bf9e-ab57625bf546;Пензенское РДУ;I20803;ТИ;20803;b9228c34-0dbf-4551-b4f4-45ed128ba945;1adf49e3-070e-4c00-a039-7bf06e533356;Несоответсвие привязки в ИМ;False
ГЭС Волжская ГЭС;ОДУ Средней Волги;Юг ВЛ 220 кВ Волжская ГЭС - Волжская №1;ТИ;1827;af6f8c0f-45b0-49ff-b5ca-11462d3a6522;5252371a-c748-463c-8949-6ad6b701c14c;Пензенское РДУ;I20551;ТИ;20551;37086357-5834-44fd-8426-0e89a713d60a;1ca7a467-b1d1-419e-ac0c-d3befb459c2d;Несоответсвие привязки в ИМ;False
ОДУ Юга;ОДУ Средней Волги;ЮГ P ВЛ-220 Алюминевая-1 (Волга-Алюминевая с отп. на Северную);ТИ;7798;47cd1af5-a550-472a-ac56-23d92302e112;b3c170b0-253a-46c9-8023-9d80ffb2083e;Пензенское РДУ;I20942;ТИ;20942;711d26c9-1516-45f3-9e3a-a3b06ed1c506;2e75568a-9144-4cc8-a420-1ed66f8cf789;Несоответсвие привязки в ИМ;False
ГЭС Волжская ГЭС;ОДУ Средней Волги;Юг ВЛ 220 кВ Волжская ГЭС - Волжская №2;ТИ;1826;a9a2d84b-1a57-4a8f-818b-f1f0cdc3469b;1ca7a467-b1d1-419e-ac0c-d3befb459c2d;Пензенское РДУ;I20552;ТИ;20552;53a46c2d-0c7e-43de-a48c-7766474a1718;5252371a-c748-463c-8949-6ad6b701c14c;Несоответсвие привязки в ИМ;False
ОДУ Юга;ОДУ Средней Волги;ЮГ Q ВЛ-220 Гумрак (Волга-Гумрак);ТИ;7800;e313d3b9-54d5-462f-b7cf-a9652506d240;227464b6-b420-43ee-9859-e6aee18b9046;Пензенское РДУ;I20944;ТИ;20944;56801a28-e89e-44ff-9bb7-538395d6ae09;15dd70b9-34bf-4344-b013-6d01742812ad;Несоответсвие привязки в ИМ;False
ОЭС Юга;ОДУ Средней Волги;Фролово - ВгГЭС U500 ;ТИ;1509;58d3910b-9f40-4bc4-9351-d0e88a5672f3;b11bef83-ed6e-4d11-a5e3-45f81fe1fd5e;Пензенское РДУ;I3217;ТИ;3217;b75fde11-e164-42c6-aa0f-40a3ed35f8d0;43cecab7-3a5b-4a96-b62d-b2676cd75288;Несоответсвие привязки в ИМ;False
ПС 500 кВ Балашовская;ОДУ Средней Волги;Юг Балашов U110 1сш;ТИ;1797;6f9db1f1-ce70-4bbd-8a55-917339a531fd;316f7d80-3475-48f5-b1ec-19c89fc7cb10;Пензенское РДУ;I3254;ТИ;3254;99a674d2-f80e-4928-8881-f88be973c532;ee2accec-6063-4c72-9a03-7c42f249725f;Несоответсвие привязки в ИМ;False
ПС 500 кВ Трубная;ОДУ Средней Волги;U500 Трубная вторичное;ТИ;658;76d09253-ffe7-45f7-9c33-2179a79ca681;e72d3624-bc3c-4f93-872f-6464f1d3970a;РДУ Татарстана;4792;ТИ;4792;e71f8ec5-3f54-425b-b362-cc8942c4c19c;b923cc64-c3a7-4dc5-9f27-dfca43cfc0b0;Несоответсвие привязки в ИМ;False
ОДУ Юга;ОДУ Средней Волги;ЮГ P АТ-1 РоАЭС 500/220 220;ТИ;7831;126e1778-da19-4c2a-9551-8a161eb97b58;b1e26741-afdd-459b-a5a8-64bf00b6a2c1;Пензенское РДУ;I21028;ТИ;21028;8e012c9e-d4dd-4a38-9891-f2b53337d5db;26e688fe-123d-4244-85dc-6efc5be01a33;Несоответсвие привязки в ИМ;False
ОДУ Юга;ОДУ Средней Волги;ЮГ P АТ-1 РоАЭС 500/220 220;ТИ;7831;126e1778-da19-4c2a-9551-8a161eb97b58;b1e26741-afdd-459b-a5a8-64bf00b6a2c1;Саратовское РДУ;I23488;ТИ;23488;2a6d8498-6f88-42bd-9550-19620c510dba;26e688fe-123d-4244-85dc-6efc5be01a33;Несоответсвие привязки в ИМ;False
ПС 220 кВ Серноводская;Самарское РДУ;I25291;ТИ;25291;8254036d-a366-4f7d-b94e-1c4cbac30082;da55f34c-c503-4967-9536-04e79901e72e;ОДУ Средней Волги;СамЭС Серноводская U220;ТИ;1524;eaba202d-a9e3-4efe-83c8-61d67140f778;138ad24a-4f6f-4a53-98fa-78c7e27df144;Несоответсвие привязки в ИМ;True
ПС 110 кВ Сердобск-2;Пензенское РДУ;I5511;ТИ;5511;a2de2578-406d-498c-b8ad-f1ecc8e2ffa3;bf1fce01-642f-4483-bd53-daa2e64f1e9a;ОДУ Средней Волги;ПЭС U110 Сердобск;ТИ;878;1fc2092a-a235-4d96-9c8f-f56188e89766;3aa11571-b5ae-412e-b382-10c537963ae4;Несоответсвие привязки в ИМ;True
РДУ Нижегородское;ОДУ Средней Волги;U Волжская 2СШ-220 кВ Uab;ТИ;18886;ccb19c97-fe60-4164-9828-9906d22c1a6e;16015b89-9012-41e4-8c36-b9af1e795e6a;Пензенское РДУ;I20545;ТИ;20545;8b898621-bb01-4a97-ac66-e4026ab77835;61d532cd-5c08-4ad8-b011-428ec4d1bcff;Несоответсвие привязки в ИМ;False
ТЭЦ Саратовская ТЭЦ-2;Саратовское РДУ;I304;ТИ;304;9477bf15-ca82-4a36-a241-e0b6fd3a5d2b;04df788c-f76a-4a93-84aa-acc71ecaca8a;ОДУ Средней Волги;СЭС Генерация Саратовской ТЭЦ-2 SP;ТИ;920;8faa0073-19db-411d-b397-8cfbabce3e81;550f3d99-6972-4980-ac9f-b53c08810f6f;Несоответсвие привязки в ИМ;True
ТЭЦ Саратовская ТЭЦ-2;Саратовское РДУ;I314;ТИ;314;047f63c1-7c25-49c8-88ec-536be199b17f;b6688c12-e8f0-4bd1-b51b-12a7a6f72859;ОДУ Средней Волги;СЭС Генерация Саратовской ТЭЦ-2 SQ;ТИ;1750;8c704920-5edc-43b1-b076-7fb70be59610;69829f11-4307-4a2e-ad56-a62d2323dcf1;Несоответсвие привязки в ИМ;True
ПС 220 кВ Орловская;Самарское РДУ;I24815;ТИ;24815;08a8a04e-cffb-4302-a012-994a1867c3a8;34089b7d-9e5c-4dd9-ba24-816f98b8f83a;ОДУ Средней Волги;СамЭС Орловская АТ1 110\220 Р;ТИ;3269;f1d98988-0901-4976-b017-1aafee145bae;3f4c898b-a0ed-44ec-92de-e388b65bbb6b;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово-Уфа-Южная ВЛ 220кВ P;ТИ;11011;d4903a49-b9cc-46c6-99be-020c08faa963;09965700-3556-4c38-aad1-07c8b4fc4828;Нижегородское РДУ;I46557;ТИ;46557;f80d1b9d-b87b-4d02-8818-5975283c9abb;10c6c85a-cfa7-4f11-8b27-1a291d983f9c;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово-Уфа-Южная ВЛ 220кВ Q;ТИ;11012;e35a3a48-e054-4084-9a1b-9e321793add1;95d7dae4-ed74-484b-bff2-ecec782d4efe;Нижегородское РДУ;I46558;ТИ;46558;0fc23dd2-ef9e-480b-817a-7bc87144ead3;ec7b80bf-7b2c-43fb-b0e2-bc9fa3d2004e;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово АТ-6 110кВ Q;ТИ;678;d47c4281-ec54-47a6-8ab9-786216fd3b24;f325c13e-538c-495f-81b8-47d108940a85;Нижегородское РДУ;I43489;ТИ;43489;0a7da983-491a-48eb-aed1-b51f3d6c482f;05abdaed-8cc7-4f6e-bc61-c8b47db0d084;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово АТ-6 110кВ Q;ТИ;678;d47c4281-ec54-47a6-8ab9-786216fd3b24;f325c13e-538c-495f-81b8-47d108940a85;Самарское РДУ;I4142;ТИ;4142;badd3d78-fc6b-4944-bbff-92e1e9b86ae5;05abdaed-8cc7-4f6e-bc61-c8b47db0d084;Несоответсвие привязки в ИМ;False
ПС 500 кВ Буйская;ОДУ Средней Волги;Буйская АТ1 500\110 cт.110 P;ТИ;1628;f4c94ed8-5bad-4e4f-88c2-523c0c96b4a8;fe770497-8cad-42fe-baef-2d2dc3355cc4;Самарское РДУ;I32621;ТИ;32621;06c38463-44b3-4f95-8f13-7d4fd959648a;d728a0ee-e813-4b76-b565-03f5e1352a71;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово АТ-6 110/500 P;ТИ;676;4ce753b3-7f79-436b-8db5-c1e3746e9d96;504ae89d-fdc5-43a9-bd68-45c1fb52940e;Нижегородское РДУ;I43487;ТИ;43487;c06007f3-9370-4ade-bdb3-907867e1cc5b;b092aba1-6796-48d6-a2c7-2b695530a733;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово АТ-6 110/500 P;ТИ;676;4ce753b3-7f79-436b-8db5-c1e3746e9d96;504ae89d-fdc5-43a9-bd68-45c1fb52940e;Самарское РДУ;I4141;ТИ;4141;9ca33f1f-fedc-48dc-a2e1-dfdf1dce696a;b092aba1-6796-48d6-a2c7-2b695530a733;Несоответсвие привязки в ИМ;False
ПС 500 кВ Буйская;ОДУ Средней Волги;Буйская АТ1 500\110 ст.110 Q;ТИ;1630;71d90238-264e-4461-a19a-30bfa8259c65;bb7b1a40-66b2-42f1-89d9-b55a7fc38233;Самарское РДУ;I32622;ТИ;32622;9e68fe79-21de-4d5e-ba92-ae0cd2bfd361;a0cd1c14-1e49-4c48-8ac9-dbaada1e8e87;Несоответсвие привязки в ИМ;False
ПС 500 кВ Буйская;ОДУ Средней Волги;Буйская АТ2 500\110 ст.110 P;ТИ;1629;23d6c12d-202d-4d2c-8914-c07ed5ce86d0;3720525a-dcec-4118-bd76-585e3fdd0b15;Самарское РДУ;I32623;ТИ;32623;bb812f33-d9e6-431b-93a1-19d075553f22;c438c148-ae87-4df0-8aac-0b54aeddfd54;Несоответсвие привязки в ИМ;False
ПС 500 кВ Буйская;ОДУ Средней Волги;Буйская АТ2 500\110 ст.110 Q;ТИ;1631;036842c3-81cb-4080-9b4e-07d84c6516ab;1946e7c9-e85c-4525-bc8d-e5809d4a0e71;Самарское РДУ;I32624;ТИ;32624;e2681090-9510-404f-90b4-9e25b92123d9;e6e60f34-ddfd-441a-af9a-d99288ba2979;Несоответсвие привязки в ИМ;False
ПС 500 кВ Буйская;ОДУ Средней Волги;Буйская АТ3 500\220 ст.220 P;ТИ;1643;cc6e7706-99b7-4eaf-935d-14b797132286;ca795733-5d90-4bbe-b375-592917d992d3;Самарское РДУ;I32625;ТИ;32625;d933ff1a-5b77-41a9-b70d-03a8c4fad0de;55bf17c0-85db-43b7-853c-a8691f72d8e9;Несоответсвие привязки в ИМ;False
ПС 500 кВ Буйская;ОДУ Средней Волги;Буйская АТ3 500\220 ст.220 Q;ТИ;1644;51477ce3-4491-48e9-87a4-4b384e8fe401;8a154e6a-adb2-4019-9ad9-289c7245461e;Самарское РДУ;I32626;ТИ;32626;53f297bc-5497-4960-8822-7fffad5c0710;63d4e851-d70b-42ff-a35b-a06baa729dba;Несоответсвие привязки в ИМ;False
ПС 500 кВ Южная;ОДУ Средней Волги;УРАЛ P Южная АТ3 220;ТИ;696;6762261d-ec3f-4430-bca7-b2a09b91f020;72c309f4-17be-48e0-bd5d-37c4c5f61748;Пензенское РДУ;I21198;ТИ;21198;33e05bd2-f463-4b96-9c11-78f1fc9bd0b9;dc1717a8-1037-4a7b-8083-660ac86385ce;Несоответсвие привязки в ИМ;False
ПС 500 кВ Южная;ОДУ Средней Волги;УРАЛ P Южная АТ4 220;ТИ;697;358d7c81-743f-425f-b756-f97e16a4a3bc;3e3a7cb7-aa08-4c31-a154-428251a0461e;Пензенское РДУ;I21200;ТИ;21200;27d8b5fb-7490-4921-a10b-c403ed81c374;6c2c34c2-4524-42f4-ae7c-47c398af4f04;Несоответсвие привязки в ИМ;False
ПС 500 кВ Трубная;ОДУ Средней Волги;ЮГ ВЛ-220 Трубная-1 (Трубная-Волжская-1) Q;ТИ;7772;9fef7a79-84d2-40ef-a847-b0080089f982;e808524e-14e6-4d67-9d60-afa12c516063;Пензенское РДУ;I20538;ТИ;20538;8f202a26-2401-48cc-9bfc-d966fcd0ed35;531a9e29-3846-4ce9-b763-fd3d7b2be8bd;Несоответсвие привязки в ИМ;False
ОЭС Юга;ОДУ Средней Волги;Юг ВЛ 500 кВ Волжская ГЭС - Фроловская;ТИ;1500;5a3b5f4c-3c68-4d57-9616-bc7f6ea33ed7;8893405f-dd5e-4c0f-8501-ccdf14aee4b5;Пензенское РДУ;I3210;ТИ;3210;f4ecdcba-9f77-46d7-be34-c48daa72a971;15b2963c-7c53-49b6-bc55-0f7485718c55;Несоответсвие привязки в ИМ;False
ПС 500 кВ Балашовская;ОДУ Средней Волги;ЮГ P АТ-5 Балашовская;ТИ;7920;49e2e93c-2d60-4706-b725-2671422b3406;45f4a159-d79b-4b10-963c-8ceeb03cb420;Пензенское РДУ;I14997;ТИ;14997;d895c8fc-63d4-4b66-9421-f307caf37cc8;6d64347c-c704-4e97-97e1-5dfb86fb7314;Несоответсвие привязки в ИМ;False
ПС 500 кВ Южная;ОДУ Средней Волги;Южная АТ-1 500\220 P ;ТИ;1504;6219ea81-9375-45a5-bef2-c8c8d18b18e1;6eef3751-f85f-4387-8f33-d76d97a7823b;Пензенское РДУ;I3212;ТИ;3212;0f2a8e98-3468-4885-abf1-f31fe4f58fba;df2775c3-07b2-4518-ba52-d781f7c2f5fc;Несоответсвие привязки в ИМ;False
ГЭС Волжская ГЭС;ОДУ Средней Волги;ЮГ ВЛ 220 кВ Волжская ГЭС - Волжская №2 ;ТИ;7775;dd774587-65f1-401f-916e-cd070e6d7415;8b55cd0a-b96d-4f04-ac3c-560383d50462;Пензенское РДУ;I20555;ТИ;20555;e56c02b4-e0dd-4105-976d-24968cee8c12;745b8cdb-7619-43b4-bf76-4d8de140847a;Несоответсвие привязки в ИМ;False
ГЭС Волжская ГЭС;ОДУ Средней Волги;ЮГ  ВЛ 220 кВ Волжская ГЭС - Волжская №1;ТИ;7776;a0f6195d-be76-40b9-b4d4-6cc715194a30;745b8cdb-7619-43b4-bf76-4d8de140847a;Пензенское РДУ;I20556;ТИ;20556;f05adbfb-1348-4c70-9125-34ee45388565;8b55cd0a-b96d-4f04-ac3c-560383d50462;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово АТ-2 220кВ Q;ТИ;679;ecf51827-28ba-4573-be53-b712a6b65622;8b21f352-31e9-44e8-8a6f-791451100919;Нижегородское РДУ;I43490;ТИ;43490;901c45f3-a77e-4fff-bddf-82f8b8a4ad16;3263db3a-13cf-4c9f-b34e-3a53fcf125f1;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово АТ-2 220кВ Q;ТИ;679;ecf51827-28ba-4573-be53-b712a6b65622;8b21f352-31e9-44e8-8a6f-791451100919;Пензенское РДУ;I21066;ТИ;21066;39a96614-3d7a-45ae-8ca5-c7c1697f761f;3263db3a-13cf-4c9f-b34e-3a53fcf125f1;Несоответсвие привязки в ИМ;False
ПС 500 кВ Бекетово;ОДУ Средней Волги;Бекетово АТ-2 220кВ Q;ТИ;679;ecf51827-28ba-4573-be53-b712a6b65622;8b21f352-31e9-44e8-8a6f-791451100919;Самарское РДУ;I4134;ТИ;4134;5cd52857-8a26-4650-a08c-0d147e53627c;3263db3a-13cf-4c9f-b34e-3a53fcf125f1;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;Саратовское РДУ;I20949;ТИ;20949;d6b12ed7-47d9-4af8-95e2-326ddf4c6b8f;d89f8781-a3c6-4700-abe2-f952e3fc0817;ОДУ Средней Волги;СарГЭС UАВ 14Г;ТИ;6080;546b6463-a391-47c7-be8c-c6ed22ba2af9;ace29350-24c8-42fb-b365-849a41685f09;Несоответсвие привязки в ИМ;False
РДУ Самарское;ОДУ Средней Волги;Потребление СамЭС;ТИ;2020;df2361c0-12c5-49c8-9668-78c7e4a297f5;cd1676e0-485a-4e07-b979-9cf16909f05c;Самарское РДУ;I1259;ТИ;1259;960a073f-9ca8-47f2-807f-92f8a15b6be6;63be3eb9-8876-4dbb-b0da-04bd2005bd3a;Несоответсвие привязки в ИМ;False
ПС 110 кВ Атяшево;Пензенское РДУ;I18659;ТИ;18659;fad61605-f312-4a21-9d40-ae51d62bd96e;17aa1a14-1822-45de-808f-6da1a41ea5ad;ОДУ Средней Волги;МЭС P ВЛ 110 кВ Атяшево-Ардатов;ТИ;9607;f3325a08-3b71-4d7a-8e67-14986bdf0733;cef01f87-f7ec-41bd-93a8-20b99aea5fbc;Несоответсвие привязки в ИМ;False
ПС 500 кВ Преображенская;ОДУ Средней Волги;Преображенская АТГ-1 220кВ Q;ТИ;19761;c0244513-5735-439d-b9f3-505b7c9008dc;2023fe76-1db8-430b-abbb-7c0da1c59683;РДУ Татарстана;Q АТГ-1 (ВС) [ПС Преображенская];ТИ;20127;b98af4ce-a603-469a-be63-7fac810bf2f0;f2f4f3b1-9bce-4001-8c08-5660a3ec3a1b;Несоответсвие привязки в ИМ;False
ПС 500 кВ Преображенская;ОДУ Средней Волги;Преображенская АТГ-1 220кВ P;ТИ;19760;80bf4ecb-2f5b-46f5-9691-a19f8603d004;675081a8-cac0-4b4a-baa6-b66e85f050fd;РДУ Татарстана;P АТГ-1 (ВС) [ПС Преображенская];ТИ;20126;cd85ad22-6ef6-4b97-a08c-499f49d8048c;05f3b83f-8404-4697-9d1e-3ac122744290;Несоответсвие привязки в ИМ;False
ПС 500 кВ Удмуртская;ОДУ Средней Волги;Удмуртская АТГ2 P 220-500;ТИ;4874;4b1913f0-d35d-4fdd-bf70-409d565b0f5d;b4783650-b45a-4431-8eec-31fbd00a3ba9;Самарское РДУ;I32644;ТИ;32644;d76e994d-c33c-430e-b81b-f8548230b68f;e2005be4-7dbe-4622-afa1-dedf3a74af2d;Несоответсвие привязки в ИМ;False
ГРЭС Костромская ГРЭС;ОДУ Средней Волги;ЦЕНТР КоГРЭС АТ-2 500/220* P;ТИ;7876;614aeda2-c1d7-4b58-9980-0828d68b7b40;5a2c96c9-fc57-41f9-8b65-f70f94bf5228;Нижегородское РДУ;I14319;ТИ;14319;e7a84cb5-955b-4ba4-ae3b-6b164b0dad12;7fddc5d1-c1fa-4d69-9a31-03070602ec2f;Несоответсвие привязки в ИМ;False
ГРЭС Костромская ГРЭС;ОДУ Средней Волги;ЦЕНТР КоГРЭС АТ-2 500/220 Q;ТИ;7877;210ec105-1be2-4656-bc9f-4d4b34a88c8e;1bbe9b19-a369-41b1-8ff0-93da2aeb6313;Нижегородское РДУ;I14320;ТИ;14320;b1e5ec30-e3a4-4853-8b83-b41bb4f78985;66731222-cadd-4099-b8bf-a980a936c5e6;Несоответсвие привязки в ИМ;False
ПС 500 кВ Удмуртская;ОДУ Средней Волги;Удмуртская АТ2 500\220;ТИ;1640;1837e085-a452-4d54-bff9-2a230d208dc1;e2005be4-7dbe-4622-afa1-dedf3a74af2d;Нижегородское РДУ;I14200;ТИ;14200;c14c34b6-0cfd-49a3-829d-9553d83e4af4;b4783650-b45a-4431-8eec-31fbd00a3ba9;Несоответсвие привязки в ИМ;False
ПС 500 кВ Волга;ОДУ Средней Волги;Юг Волга U500;ТИ;1986;21cc6c54-623e-43c4-9aaa-1a22577eacef;0ce71e47-efc1-42e3-b22c-0a564942e504;Самарское РДУ;I32098;ТИ;32098;66edea01-e248-4b39-8473-e204a7e0d3be;07f19b61-0a73-412a-b01a-c9a7607cd689;Несоответсвие привязки в ИМ;False
ОДУ Юга;ОДУ Средней Волги;ЮГ P ВЛ-220 Арчеда-3 (Волга-Иловля-2-Арчеда);ТИ;7810;93599d9a-634f-43b2-bdb2-8f3661e07d8b;c9170847-1ec6-4d0a-85c0-7554ec75c3d2;Пензенское РДУ;I20949;ТИ;20949;2c508cab-d931-44ec-9dd3-0730ba1fb271;e24700ff-d780-40c3-8969-37cbfce93465;Несоответсвие привязки в ИМ;False
ГЭС Саратовская ГЭС;Саратовское РДУ;I23597;ТИ;23597;71356991-593f-4712-aa73-762200219096;902314c8-a094-4450-8397-f1bc596b0900;ОДУ Средней Волги;СарГЭС 2Г резерв разгрузка;ТИ;14929;f29aad43-6e5b-46fc-a8a5-e828b08ca51b;3254554d-e72e-4998-a06f-2d6ca1bf7ea2;Несоответсвие привязки в ИМ;True
ГЭС Саратовская ГЭС;Саратовское РДУ;I23621;ТИ;23621;51774b3a-7fbe-4f77-ac21-38cfed0313c7;3254554d-e72e-4998-a06f-2d6ca1bf7ea2;ОДУ Средней Волги;СарГЭС 2Г резерв загрузка;ТИ;14930;46c9f72a-fb92-4762-bf98-5723e821adde;902314c8-a094-4450-8397-f1bc596b0900;Несоответсвие привязки в ИМ;True
